ensembl_transcript_id_version,cds_length,percentage_gene_gc_content,gene
ENST00000224784.10,1134,40.29,ACTA2
ENST00000224950.8,1107,43.4,STN1
ENST00000225171.7,597,39.64,DNAJC12
ENST00000225174.8,624,55.61,PPIF
ENST00000225235.5,2328,38.52,TBC1D12
ENST00000225275.4,2238,55.12,MPO
ENST00000225276.10,1125,54.09,ST6GALNAC2
ENST00000225296.8,2124,45.78,DHX33
ENST00000225298.12,1671,40.36,UTP18
ENST00000225308.12,1056,61.11,SLC25A39
ENST00000225328.10,1269,57.89,P2RX5
ENST00000225371.6,2148,51.82,EPX
ENST00000225388.9,2088,41.64,NUFIP2
ENST00000225430.9,591,49.65,RPL19
ENST00000225474.6,624,60.21,CSF3
ENST00000225504.8,354,47.01,SUPT4H1
ENST00000225512.6,1068,53.82,WNT3
ENST00000225525.4,375,57.29,TAX1BP3
ENST00000225538.4,1200,55.64,P2RX1
ENST00000225550.4,1350,51.4,KRT37
ENST00000225577.9,1578,41.68,RPS6KB1
ENST00000225603.9,558,45.92,CBX1
ENST00000225609.10,759,44.78,PIGL
ENST00000225614.6,1179,60.16,GALK1
ENST00000225665.12,945,58.89,SLC25A11
ENST00000225688.4,846,62.89,RASD1
ENST00000225698.8,849,46.67,C1QBP
ENST00000225719.9,4143,38.51,CPD
ENST00000225724.9,753,39.72,GOSR1
ENST00000225726.10,1452,42.02,CCDC47
ENST00000225728.8,396,40.22,MED31
ENST00000225729.8,1095,53.56,DRG2
ENST00000225737.11,1989,41.26,AKAP10
ENST00000225792.10,1845,43.85,DDX5
ENST00000225831.4,300,45.63,CCL2
ENST00000225842.4,291,49.62,CCL1
ENST00000225844.7,297,48.76,CCL13
ENST00000225916.10,2514,58.69,KAT2A
ENST00000225927.7,2232,56.84,NAGLU
ENST00000225941.6,1101,54.01,ABI3
ENST00000225969.9,447,47.13,MRPL27
ENST00000225972.8,924,47.63,LRRC59
ENST00000225983.10,3372,55.66,HDAC5
ENST00000226004.8,558,50.9,DUSP3
ENST00000226021.5,669,50.38,CACNG1
ENST00000226067.10,888,43.3,HLF
ENST00000226091.3,1023,58.11,EFNB3
ENST00000226105.11,561,58.51,RANGRF
ENST00000226193.6,603,50.19,RCVRN
ENST00000226207.6,5820,39.69,MYH1
ENST00000226218.9,1437,59.64,VTN
ENST00000226225.7,951,52.61,TNFAIP1
ENST00000226230.8,531,44.22,TMEM97
ENST00000226279.8,903,41.09,CD38
ENST00000226284.7,954,36.14,IBSP
ENST00000226317.10,345,36.9,CXCL6
ENST00000226319.11,2529,44.2,JADE1
ENST00000226355.5,1800,36.25,AFM
ENST00000226432.9,2100,39.37,CWH43
ENST00000226444.4,885,33.24,SULT1E1
ENST00000226460.5,405,36.44,SMR3A
ENST00000226524.4,315,49.16,PF4V1
ENST00000226574.9,2910,37.86,NFKB1
ENST00000226725.11,1782,38.17,KLHL2
ENST00000226760.5,2673,57.04,WFS1
ENST00000226798.9,777,35.9,FRG1
ENST00000226951.11,1287,41.51,CLNK
ENST00000227155.9,804,53.56,CD82
ENST00000227266.10,1392,37.69,CTSC
ENST00000227322.8,1380,44.5,ZPR1
ENST00000227348.9,1182,40.96,CRTAM
ENST00000227451.4,1860,47.6,DTX4
ENST00000227471.7,1794,58.6,UNC93B1
ENST00000227474.8,1446,40.24,PUS3
ENST00000227495.10,990,52.01,ST3GAL4
ENST00000227520.10,1083,54.7,CCDC86
ENST00000227524.9,1515,46.54,PRPF19
ENST00000227525.8,732,51.06,TMEM109
ENST00000227638.8,1281,43.15,PANX1
ENST00000227667.8,300,56.46,APOC3
ENST00000227756.5,1824,46.35,GALNT18
ENST00000227868.9,1506,36.68,PDHX
ENST00000227880.8,1746,52.91,SLC15A3
ENST00000227918.3,282,40.59,SCGB2A2
ENST00000228027.12,1167,52.02,DGAT2
ENST00000228136.9,552,38.18,C11orf58
ENST00000228251.9,1119,39.08,YBX3
ENST00000228306.8,954,48.95,RPLP0
ENST00000228307.11,1776,53.01,PXN
ENST00000228347.9,3402,39.73,POLR3B
ENST00000228425.11,3018,39.81,PPFIBP1
ENST00000228434.7,600,35.34,CD69
ENST00000228437.10,2406,41.2,PRDM4
ENST00000228476.8,1044,47.26,DAO
ENST00000228495.11,942,47.59,KCTD10
ENST00000228506.8,879,47.26,MLEC
ENST00000228510.8,1191,52.45,MVK
ENST00000228515.6,1632,46.64,CSRNP2
ENST00000228534.6,570,49.11,IL23A
ENST00000228567.7,1572,36.43,SYT10
ENST00000228606.9,1527,53.92,CYP27B1
ENST00000228641.4,729,51.93,MYF6
ENST00000228644.4,768,44.78,MYF5
ENST00000228682.7,3321,55.27,GLI1
ENST00000228705.7,1545,42.69,PPM1H
ENST00000228740.7,1836,39.07,LTA4H
ENST00000228741.8,1224,45.12,ELK3
ENST00000228799.7,1344,50.2,ITFG2
ENST00000228811.8,405,40.2,PRR4
ENST00000228820.9,1017,39.15,PARP11
ENST00000228825.12,537,45.85,ARPC3
ENST00000228827.8,855,45.03,GPN3
ENST00000228865.3,363,40.66,CREBL2
ENST00000228872.9,597,42.64,CDKN1B
ENST00000228916.7,2010,51.15,SCNN1A
ENST00000228918.9,1308,53.53,LTBR
ENST00000228928.12,3264,46.81,OAS3
ENST00000228936.6,945,38.19,ART4
ENST00000228945.9,606,41.11,ARHGDIB
ENST00000229134.5,516,36.28,IL26
ENST00000229135.4,501,35.99,IFNG
ENST00000229179.9,2778,39.25,NUP107
ENST00000229214.9,1146,35.47,KRR1
ENST00000229238.5,387,48.72,MRPL51
ENST00000229239.10,1008,59.98,GAPDH
ENST00000229243.7,1632,51.64,ACRBP
ENST00000229266.8,1221,38.42,CHPT1
ENST00000229281.6,381,52.58,C12orf57
ENST00000229304.5,711,44.28,APOBEC1
ENST00000229307.9,918,44.05,NANOG
ENST00000229314.10,417,35.99,GOLT1B
ENST00000229329.7,1305,37.39,CMAS
ENST00000229330.9,2379,37.22,HCFC2
ENST00000229335.11,597,41.52,AICDA
ENST00000229340.10,606,55.76,RAB35
ENST00000229379.3,330,48.26,COX6A1
ENST00000229390.8,666,46.67,SRSF9
ENST00000229395.8,762,35.89,FGFR1OP2
ENST00000229402.4,678,36.75,KLRB1
ENST00000229554.10,2151,37.88,RSPH4A
ENST00000229595.6,615,39.18,ASF1A
ENST00000229633.7,549,38.09,HINT3
ENST00000229708.4,735,51.88,ULBP1
ENST00000229729.11,2133,53.62,SLC44A4
ENST00000229758.8,1344,38.53,FBXO5
ENST00000229771.11,1629,53.74,TULP1
ENST00000229812.8,1398,41.52,STK38
ENST00000229829.7,753,52.57,HLA-DOA
ENST00000229903.5,552,41.98,SAYSD1
ENST00000229922.7,1434,42.29,CAP2
ENST00000229955.4,1260,36.26,GPR63
ENST00000230036.2,2523,43.49,GPLD1
ENST00000230048.5,423,41.43,ACOT13
ENST00000230050.4,399,42.19,RPS12
ENST00000230053.11,972,39.9,B3GAT2
ENST00000230085.13,489,41.15,SNX3
ENST00000230256.8,1374,49.13,UNC93A
ENST00000230301.9,1410,41.12,C6orf118
ENST00000230340.9,1314,48.48,BYSL
ENST00000230361.4,603,46.59,GUCA1B
ENST00000230381.7,1041,49.25,PRPH2
ENST00000230419.9,3213,49.4,PTK7
ENST00000230449.9,2775,40.51,EXOC2
ENST00000230461.11,1086,37.36,TMEM30A
ENST00000230510.7,2571,34.98,TTK
ENST00000230582.8,1545,49.82,PRSS16
ENST00000230588.9,2241,38.12,MEP1A
ENST00000230640.10,3129,36.82,MTREX
ENST00000230658.12,1050,44.27,ISL1
ENST00000230671.7,1911,54.63,SLC6A7
ENST00000230771.9,1521,45.87,HARS2
ENST00000230792.7,1389,34.03,NUDT12
ENST00000230882.9,1917,38.5,GHR
ENST00000230990.7,627,49.93,HBEGF
ENST00000231004.5,1254,38.02,LOX
ENST00000231009.3,795,40.28,GZMK
ENST00000231021.9,2370,34.23,CDH9
ENST00000231061.9,912,47.82,SPARC
ENST00000231121.3,648,55.99,HAND1
ENST00000231130.3,2391,49.63,PCDHB3
ENST00000231134.8,2388,49.68,PCDHB5
ENST00000231137.6,2382,47.54,PCDHB7
ENST00000231173.6,2364,47.92,PCDHB15
ENST00000231198.12,897,42.92,THG1L
ENST00000231238.10,879,41.36,TTC1
ENST00000231338.7,741,39.58,C1QTNF3
ENST00000231368.10,3078,37.19,LNPEP
ENST00000231420.11,1545,42.33,AGXT2
ENST00000231449.7,462,47.99,IL4
ENST00000231454.6,405,39.54,IL5
ENST00000231461.10,1080,34.13,ST8SIA4
ENST00000231498.8,4176,41.74,NUP155
ENST00000231512.5,798,39.76,C5orf15
ENST00000231524.14,1725,37.19,TRIM23
ENST00000231572.8,1983,39.43,RARS1
ENST00000231656.13,798,53.78,CDX1
ENST00000231706.6,2316,42.15,SLC7A14
ENST00000231721.7,2349,59.62,SEMA3G
ENST00000231749.8,1323,58.49,ZMYND10
ENST00000231751.9,2133,46.95,LTF
ENST00000231887.8,2172,39.78,EHHADH
ENST00000232217.6,405,44.04,RBP2
ENST00000232375.8,1410,51.91,PFKFB4
ENST00000232424.4,843,53.35,HES1
ENST00000232458.9,2652,34.96,ECT2
ENST00000232461.8,1053,58.96,GNAT1
ENST00000232496.5,333,59.39,TUSC2
ENST00000232501.8,1143,56.13,NPRL2
ENST00000232564.8,1023,39.07,GNB4
ENST00000232603.10,2955,37.56,MORC1
ENST00000232607.7,1443,42.69,UMPS
ENST00000232744.13,1437,60.37,ABTB1
ENST00000232766.6,1725,44.87,KLHL18
ENST00000232888.7,1428,55.08,RRP9
ENST00000232892.12,1200,35.3,AADAC
ENST00000232905.4,342,41.69,EIF1B
ENST00000232974.11,2244,61.24,ZBTB47
ENST00000232975.8,486,59.55,TNNC1
ENST00000232978.13,4389,37.52,NKTR
ENST00000233027.10,2526,42.79,NEK4
ENST00000233055.9,1233,42.71,WDFY1
ENST00000233057.9,1656,41.3,EIF2AK2
ENST00000233099.6,6216,38.6,HEATR5B
ENST00000233121.7,846,45.88,MAPRE3
ENST00000233143.6,135,63.48,TMSB10
ENST00000233154.9,1143,44.54,NCK2
ENST00000233156.9,915,36.6,TFPI
ENST00000233190.11,2184,40.76,NDUFS1
ENST00000233202.11,1653,55.34,SLC11A1
ENST00000233242.5,13692,42.97,APOB
ENST00000233331.12,1071,53.01,INO80B
ENST00000233336.7,1134,42.38,TTL
ENST00000233379.9,945,49.55,FAHD2A
ENST00000233468.5,378,43.05,SF3B6
ENST00000233535.9,1167,52.1,SLC30A3
ENST00000233557.7,1608,48.61,NRBP1
ENST00000233575.7,1413,53.1,SNX17
ENST00000233596.8,555,60.84,REEP6
ENST00000233607.6,6912,63.5,APC2
ENST00000233615.7,810,55.98,WBP1
ENST00000233630.11,780,55.26,PCGF1
ENST00000233638.8,855,65,TLX2
ENST00000233710.4,1293,36.54,ACADL
ENST00000233712.5,459,41.76,EVA1A
ENST00000233735.2,501,44.65,REG1A
ENST00000233809.9,978,50.33,IGFBP2
ENST00000233813.5,819,50.76,IGFBP5
ENST00000233826.4,1083,35.62,KCNJ13
ENST00000233838.9,2277,46.17,GGCX
ENST00000233840.3,1143,56.83,NEU2
ENST00000233893.10,309,43.96,HSPE1
ENST00000233948.4,1098,55.94,WNT6
ENST00000233954.6,1671,39.63,IL1RL1
ENST00000233969.3,2439,40.53,SLC9A2
ENST00000233997.4,756,58.64,AZU1
ENST00000234091.8,405,49.24,ID2
ENST00000234111.9,1386,45.53,ODC1
ENST00000234115.10,666,42.42,PLEKHB2
ENST00000234160.5,1359,41.03,GORASP2
ENST00000234170.10,3165,37.99,CEBPZ
ENST00000234198.9,987,59.8,DLX2
ENST00000234256.4,1599,45.52,SLC1A4
ENST00000234296.7,1734,39.06,ORC2
ENST00000234310.8,513,37.41,PPP3R1
ENST00000234313.8,1053,41.17,PLEK
ENST00000234347.10,771,58.03,PRTN3
ENST00000234371.10,1197,69.78,KISS1R
ENST00000234389.3,3132,64.92,GRIN3B
ENST00000234392.3,873,49.06,VAX2
ENST00000234396.10,1542,50.19,ATP6V1B1
ENST00000234453.10,903,37.26,PLEKHA3
ENST00000234454.6,786,54.62,SPR
ENST00000234590.10,1305,50.15,ENO1
ENST00000234626.11,1725,36.66,CDC7
ENST00000234677.7,1545,43.12,SARS1
ENST00000234701.7,2745,40.09,CLCA1
ENST00000234739.8,4281,42.08,BCL9
ENST00000234816.7,1476,33.76,ANGPTL1
ENST00000234827.6,627,42.31,TCEANC2
ENST00000234831.10,972,38.88,TMEM59
ENST00000234875.9,387,50.8,RPL22
ENST00000234961.7,1119,50.13,OPRD1
ENST00000235090.10,1029,44.39,WDR77
ENST00000235307.7,366,40.27,C1orf21
ENST00000235310.7,636,54.23,MAD2L2
ENST00000235332.6,1167,55.62,MIIP
ENST00000235345.6,1068,37.86,SLC35D1
ENST00000235347.4,1425,47.85,PRAMEF10
ENST00000235349.6,1437,48.2,PRAMEF4
ENST00000235372.11,5157,43.44,PRDM2
ENST00000235382.7,636,40.81,RGS2
ENST00000235532.9,1140,45.44,OSCP1
ENST00000236137.10,1494,38.65,SLC19A2
ENST00000236147.6,1119,38.85,SELL
ENST00000236192.12,426,36.59,VAMP4
ENST00000236273.9,732,43.02,SYF2
ENST00000236671.7,1239,64.73,CTSD
ENST00000236709.4,1023,42.68,A4GNT
ENST00000236826.8,1404,39.04,MMP8
ENST00000236877.11,2766,52.91,SLC8A2
ENST00000236957.9,678,45.25,EEF1B2
ENST00000236959.14,1779,41.05,ATIC
ENST00000236979.2,168,49.42,TNP1
ENST00000237172.12,3642,37.97,FILIP1
ENST00000237201.2,885,35.36,SPACA1
ENST00000237264.9,561,37.6,TBPL1
ENST00000237275.9,669,39.82,ZC2HC1B
ENST00000237281.5,2238,35.27,FBXO30
ENST00000237283.9,576,38.38,ADAT2
ENST00000237353.15,3024,43.3,PMFBP1
ENST00000237380.12,537,44.87,MED28
ENST00000237455.5,2058,39.04,RNF103
ENST00000237530.11,1896,44.36,RPN2
ENST00000237596.7,2907,40.52,PKD2
ENST00000237623.11,903,36.13,SPP1
ENST00000237653.11,1107,37.38,ADH6
ENST00000237654.9,1134,39.3,CCNI
ENST00000237696.10,885,43.74,RARRES1
ENST00000237822.8,978,38.21,LDAH
ENST00000237837.2,756,44.67,FGF23
ENST00000237853.9,1923,38.08,ELL2
ENST00000237889.9,297,41.49,NDUFB3
ENST00000238044.8,447,46.85,ECRG4
ENST00000238081.8,738,40.32,YWHAQ
ENST00000238112.8,2055,42.05,CPSF3
ENST00000238146.9,1803,45.84,DDX55
ENST00000238497.10,1335,39.19,VPS4B
ENST00000238508.8,1194,36.03,SERPINB10
ENST00000238561.10,1572,47.62,ADCK1
ENST00000238609.4,393,54.59,IFI27L2
ENST00000238616.10,2940,42.1,NEK9
ENST00000238647.5,2391,62.84,IRF2BPL
ENST00000238667.9,1581,45.48,FLVCR2
ENST00000238714.8,2211,39.59,PAPOLG
ENST00000238738.9,618,43.97,RHOQ
ENST00000238788.14,2070,55,TMEM214
ENST00000238789.10,4377,37.99,ATAD2B
ENST00000238823.13,1557,39.91,FAM98A
ENST00000238831.9,735,41.21,YIPF4
ENST00000238856.8,2730,37.29,AFTPH
ENST00000238875.10,519,44.8,LGALSL
ENST00000238892.4,306,39.04,CRIPT
ENST00000238936.8,1554,53.46,MFSD13A
ENST00000238961.9,3522,38.83,SLF2
ENST00000238994.6,954,40.5,PPP1R3C
ENST00000239007.11,687,40.13,MXI1
ENST00000239032.4,1113,48.81,PRLHR
ENST00000239144.5,732,57.84,HOXB8
ENST00000239165.9,654,54.13,HOXB7
ENST00000239174.7,906,58.49,HOXB1
ENST00000239223.4,1104,53.06,DUSP1
ENST00000239231.7,1113,37.52,PANK3
ENST00000239243.7,804,46.87,MSX2
ENST00000239316.4,420,39.94,INSL4
ENST00000239347.3,570,44.78,IFNA7
ENST00000239367.7,1503,44.17,LRP11
ENST00000239374.8,2148,40.85,CCDC170
ENST00000239440.9,4635,51.43,ARAP3
ENST00000239444.4,2406,46.68,PCDHB8
ENST00000239446.6,2403,48.47,PCDHB10
ENST00000239450.4,2388,45.88,PCDHB12
ENST00000239451.7,906,50.32,SLC25A2
ENST00000239461.11,738,39.17,PRRX1
ENST00000239462.9,3900,45.69,TNN
ENST00000239587.10,1779,43.63,TTLL2
ENST00000239690.9,1752,36.54,NUDCD1
ENST00000239830.9,1467,43.8,CCDC77
ENST00000239859.8,645,37.97,CCDC169
ENST00000239878.9,258,33.9,UFM1
ENST00000239882.7,1860,38.79,ELF1
ENST00000239891.4,975,39.39,ALG5
ENST00000239906.10,1179,48.45,FAM53C
ENST00000239938.5,1632,56.52,EGR1
ENST00000240050.9,1158,40.56,MTERF2
ENST00000240055.8,624,39.11,NFYB
ENST00000240079.11,585,36.34,WASHC3
ENST00000240100.7,1185,51.1,DUSP4
ENST00000240189.2,1425,47.2,PRAMEF2
ENST00000240285.10,1026,41.69,RDH10
ENST00000240306.5,723,59.65,DLX4
ENST00000240316.5,1731,42.99,COIL
ENST00000240328.4,2139,61.28,TBX2
ENST00000240335.1,1638,52.81,TBX4
ENST00000240364.7,1362,46.7,FAM117A
ENST00000240423.9,2226,45.16,NCAPH
ENST00000240488.8,618,39.03,MND1
ENST00000240499.8,1425,40.31,ZNF141
ENST00000240587.5,3246,44.22,TSHZ3
ENST00000240617.10,1662,40.56,PLBD1
ENST00000240618.11,651,34.92,KLRK1
ENST00000240651.14,1503,36.32,PYROXD1
ENST00000240687.2,957,40.05,TAS2R7
ENST00000240691.4,939,39.72,TAS2R9
ENST00000240719.7,1884,43.95,ZNF549
ENST00000240727.10,1533,50.18,ZSCAN18
ENST00000240731.5,1734,41.63,ZNF211
ENST00000240922.8,510,37.41,NAA50
ENST00000241014.6,2136,58.04,MAPK8IP1
ENST00000241051.8,1536,38.49,DEPDC7
ENST00000241052.5,1584,40.59,CAT
ENST00000241125.4,1308,45.61,GJA3
ENST00000241256.3,1101,39.93,GHSR
ENST00000241261.7,846,40.83,TNFSF10
ENST00000241274.3,2934,45.53,SLITRK3
ENST00000241305.4,2271,45.48,CPXM2
ENST00000241337.9,657,46.7,GSTM2
ENST00000241416.12,1542,35.46,ACVR2A
ENST00000241502.9,957,42.18,FYTTD1
ENST00000241651.5,675,58.01,MYOG
ENST00000241704.8,3675,40.7,COPA
ENST00000241891.10,1437,58.65,OPN4
ENST00000242057.9,2547,36.63,AHR
ENST00000242108.9,1710,45.44,EEPD1
ENST00000242152.7,294,43.41,NPY
ENST00000242159.5,693,56.62,HOXA7
ENST00000242208.5,1281,40.65,INHBA
ENST00000242209.9,1713,45.26,FKBP9
ENST00000242248.10,1485,56.54,POLM
ENST00000242261.6,609,37.36,TWIST1
ENST00000242275.7,894,42.85,SLC25A51
ENST00000242310.4,5481,46.61,TAF1L
ENST00000242317.9,2100,47.92,DNAI1
ENST00000242351.10,2709,43.39,ZC3HAV1
ENST00000242462.5,645,64.41,NEUROG3
ENST00000242465.4,477,42.48,SRGN
ENST00000242505.11,1749,39.91,FAM149B1
ENST00000242592.9,1239,55.41,ACADS
ENST00000242719.4,465,41.24,RNF11
ENST00000242728.5,1449,48.58,BHLHE41
ENST00000242776.9,1284,55.55,DDX39A
ENST00000242784.5,531,54.44,TRIR
ENST00000242786.6,2508,54.66,ADGRE5
ENST00000242804.9,1884,44.79,ZNF442
ENST00000242810.11,1803,38.98,KLHL24
ENST00000242827.11,621,45.54,EBPL
ENST00000242994.4,996,37.59,NEUROD4
ENST00000243045.10,462,46.24,ORMDL2
ENST00000243050.5,1797,56.01,NR4A1
ENST00000243052.8,1611,49.29,PDE1B
ENST00000243056.5,993,48.94,HOXC13
ENST00000243077.8,13635,56.24,LRP1
ENST00000243103.4,849,58.16,HOXC12
ENST00000243108.5,708,53.61,HOXC6
ENST00000243167.9,1740,55.33,FAAH
ENST00000243189.12,873,46.4,RSRP1
ENST00000243253.8,1431,47.29,SEC61A1
ENST00000243298.3,606,39.76,RAB9B
ENST00000243300.14,4749,35.79,NRK
ENST00000243314.5,948,58.25,MAGEA9
ENST00000243344.8,3951,36.17,TTC21B
ENST00000243346.10,924,39.88,NMI
ENST00000243347.5,834,38.44,TNFAIP6
ENST00000243349.13,1482,36.82,ACVR1C
ENST00000243440.2,384,48.81,BATF3
ENST00000243501.10,570,38.99,PLA2G12A
ENST00000243563.8,849,50.77,SNRPA
ENST00000243578.8,528,52.33,B9D2
ENST00000243644.9,1599,42.14,ZNF350
ENST00000243662.11,636,38.42,RAB38
ENST00000243673.7,1272,44.97,GPR83
ENST00000243706.8,1812,37.17,HAUS3
ENST00000243776.11,2328,61.2,CHPF
ENST00000243786.3,1101,58.09,INHA
ENST00000243878.9,1041,60.38,ENKD1
ENST00000243903.6,1824,44.81,ACTR5
ENST00000243911.2,972,56.64,MC3R
ENST00000243918.10,471,49.54,SYS1
ENST00000243924.4,354,51.43,PI3
ENST00000243997.8,156,39.32,ATP5F1E
ENST00000244007.7,3876,49.84,PLCG1
ENST00000244020.5,1035,42.3,SRSF6
ENST00000244040.4,585,41.45,RAB22A
ENST00000244043.5,1503,46.16,PTGIS
ENST00000244050.3,795,55.24,SNAI1
ENST00000244051.3,1383,45.62,MOCS3
ENST00000244061.6,687,46.63,RNF114
ENST00000244137.12,1482,53.89,PEPD
ENST00000244204.11,1035,49.56,NAGK
ENST00000244217.6,531,41.39,MCEE
ENST00000244221.9,372,40.16,PAIP2B
ENST00000244227.8,468,40.47,SNRNP27
ENST00000244230.7,2046,40.5,MPHOSPH10
ENST00000244241.5,594,64.15,IL17C
ENST00000244289.9,3231,54.96,LIPE
ENST00000244296.6,1281,45.75,PSG1
ENST00000244314.6,1392,58.44,IRGC
ENST00000244333.4,1041,56.84,LYPD3
ENST00000244336.10,1050,44.38,CEACAM8
ENST00000244496.6,780,48.92,RRP36
ENST00000244513.10,1581,45.79,BTN1A1
ENST00000244519.7,1755,44.07,BTN3A3
ENST00000244520.10,480,42.54,SNRPC
ENST00000244533.7,4395,52.94,ABCC10
ENST00000244565.8,1557,51.72,UNC5CL
ENST00000244571.5,2958,54.43,AARS2
ENST00000244623.1,942,43.95,OR2B6
ENST00000244645.7,1326,43.16,TCP11
ENST00000244709.9,705,47.2,TREM1
ENST00000244728.10,2874,36.73,COL21A1
ENST00000244745.4,1425,52.52,SOX4
ENST00000244751.7,1782,51.68,CPNE5
ENST00000244763.9,861,43.56,SSR1
ENST00000244815.9,2355,45.52,LRRFIP1
ENST00000244869.3,510,36.63,EREG
ENST00000244926.4,273,52.06,SCGB1D2
ENST00000244930.6,288,44.24,SCGB2A1
ENST00000245105.8,4011,57.48,SH3TC1
ENST00000245185.6,186,54.16,MT2A
ENST00000245206.10,1293,44.15,GOT2
ENST00000245222.9,1965,56.78,SPHK2
ENST00000245255.7,2586,42.72,PIWIL1
ENST00000245304.5,552,36.13,RAP2A
ENST00000245312.5,1047,39.4,SLC10A2
ENST00000245414.9,978,49.64,IRF1
ENST00000245451.9,1227,53.91,BMP4
ENST00000245457.6,1077,42.21,PTGER2
ENST00000245479.3,1530,53.36,SOX9
ENST00000245503.10,5826,39.32,MYH2
ENST00000245539.11,729,50.48,MRPS7
ENST00000245543.6,597,51.99,ARMC7
ENST00000245544.9,1971,48.14,NUP85
ENST00000245552.7,606,65.43,NT5C
ENST00000245615.6,1419,55.03,MBOAT7
ENST00000245680.7,1572,36.65,SLC35F5
ENST00000245787.9,678,37.96,INSIG2
ENST00000245796.11,3171,51.01,PSD4
ENST00000245812.8,666,65.36,ALKBH7
ENST00000245816.11,834,53.34,CLPP
ENST00000245817.5,765,59.2,TNFSF9
ENST00000245838.13,4782,38.09,THOC2
ENST00000245903.4,582,48.3,CD70
ENST00000245907.11,4992,51.26,C3
ENST00000245908.11,1731,51.73,SH2D3A
ENST00000245932.11,1143,54.67,VASP
ENST00000245934.12,3825,51.53,SYMPK
ENST00000245957.10,3714,41.33,CFAP61
ENST00000245983.6,363,57.71,GNRH2
ENST00000246006.5,1959,51.46,CD93
ENST00000246012.2,429,45.07,CST8
ENST00000246024.7,1050,37.73,TMX4
ENST00000246069.12,498,39.41,DSTN
ENST00000246070.3,843,42.77,LAMP5
ENST00000246071.8,678,38.18,SNRPB2
ENST00000246104.7,924,56.68,SCRT2
ENST00000246105.4,552,39.94,DEFB129
ENST00000246115.5,1155,62.76,S1PR4
ENST00000246117.9,1692,60.96,NCLN
ENST00000246151.9,636,44.53,PITHD1
ENST00000246166.3,1314,43.81,FNTB
ENST00000246174.6,1677,45.27,ARMCX5
ENST00000246186.8,1938,49.13,MMP24
ENST00000246194.8,921,44.86,RALY
ENST00000246229.5,1491,48.45,PLAGL2
ENST00000246337.9,1104,53.72,UROD
ENST00000246515.2,312,63.65,SLURP1
ENST00000246532.6,1068,57.9,IGFLR1
ENST00000246533.8,807,53.78,CAPNS1
ENST00000246535.4,1077,45.05,PDCD2L
ENST00000246548.9,1923,42.17,UBA2
ENST00000246551.9,282,58.73,HCST
ENST00000246635.8,1377,54.1,KRT13
ENST00000246657.2,1137,53.29,CCR7
ENST00000246662.9,1872,50.11,KRT9
ENST00000246672.4,1845,56.53,NR1D1
ENST00000246747.9,555,55.28,ARL2
ENST00000246792.4,657,59.05,RRAS
ENST00000246794.10,609,53.55,PRRG2
ENST00000246801.8,1779,51.35,TSKS
ENST00000246802.10,1437,57.2,NOP53
ENST00000246841.3,2025,58.17,FLRT1
ENST00000246868.7,753,43.01,SBDS
ENST00000246891.9,558,31.44,CSN1S1
ENST00000246895.9,189,31.96,STATH
ENST00000246896.8,174,32.73,HTN1
ENST00000246912.8,897,52.95,MLX
ENST00000246914.10,3732,53.96,WNK4
ENST00000246957.10,2115,50.86,TRAP1
ENST00000247001.10,1938,51.32,SUGP1
ENST00000247003.9,1452,57.09,DDX49
ENST00000247005.8,1119,56.96,GDF1
ENST00000247020.9,636,47.1,SDF2
ENST00000247026.10,1677,38.57,NSRP1
ENST00000247087.10,4812,56.39,AHDC1
ENST00000247138.11,1191,52.04,SLC35A2
ENST00000247153.7,1410,55.37,CFP
ENST00000247191.7,2541,39.09,DLGAP5
ENST00000247194.9,1065,42.5,L3HYPDH
ENST00000247225.7,1326,39.68,SGPP1
ENST00000247226.13,3660,52.94,PLEKHG3
ENST00000247270.3,780,32.83,EVI2A
ENST00000247271.5,1323,38.2,OMG
ENST00000247452.4,1122,51.75,MAGEC2
ENST00000247461.9,1779,45.64,CANX
ENST00000247470.10,588,61.88,PYCARD
ENST00000247655.4,192,42.04,COX7C
ENST00000247668.7,1506,55.12,TRAF2
ENST00000247706.4,1320,54.9,ABHD8
ENST00000247843.7,684,39.35,YEATS4
ENST00000247879.2,951,45.69,TAS2R3
ENST00000247883.5,900,48.39,TAS2R5
ENST00000247930.5,2496,47.28,ZNF777
ENST00000247933.9,1962,65.37,IDUA
ENST00000247956.11,1788,44.47,ZNF317
ENST00000247977.9,981,50.56,FBXL12
ENST00000247986.2,3090,52.54,KIF17
ENST00000247992.5,453,51.14,PLA2G2C
ENST00000248041.12,1575,46.03,CYP4F11
ENST00000248072.3,960,49.9,OR7C2
ENST00000248076.4,1158,61.17,F2RL3
ENST00000248098.8,573,47.78,JPT2
ENST00000248114.7,618,61.06,GFER
ENST00000248121.7,690,66.55,SYNGR3
ENST00000248150.5,204,65.52,GNG13
ENST00000248211.11,1722,40.03,ZNF10
ENST00000248248.8,1644,49.32,MON1B
ENST00000248306.8,1812,35.29,METTL25
ENST00000248342.9,657,50.37,EIF3K
ENST00000248378.6,333,59.51,EMC6
ENST00000248384.1,972,50,OR1E2
ENST00000248420.9,2277,61.59,CACTIN
ENST00000248437.9,1347,49.74,TUBA4A
ENST00000248444.10,2484,50.01,VIL1
ENST00000248553.7,618,63.65,HSPB1
ENST00000248564.6,222,38.37,GNG11
