"Gene Symbol","Gene Accession Id","Allele Symbol","Allele Accession Id","Background Strain Name","Background Strain Accession Id","Chromosome","Phenotyping Center","Colony Id","Breeding Strategy","Total # Pups","Total # Male Pups","Total # Female Pups","Total # Hom Males","Total # Hom Females","Total # Hem Males","Total # WT Males","Total # WT Females","Total # Het Males","Total # Het Females","Percentage HOMs / HEMs","Supporting Data","Viability Phenotype HOMs/HEMIs","Viability Call Method","Comment","Procedure Link"
"4933430I17Rik","MGI:3045314","4933430I17Rik<tm1b(EUCOMM)Wtsi>","MGI:5548894","C57BL/6N","MGI:2159965","4","ICS","E112JM8N4-2","HetXHet","113","66","47","18","13","No information available","20","13","28","21","0.2743362831858407","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"4933434E20Rik","MGI:1914027","4933434E20Rik<tm1a(EUCOMM)Wtsi>","MGI:4432969","C57BL/6N","MGI:2159965","3","WTSI","MERZ","HetXHet","38","18","20","0","0","No information available","5","7","13","13","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"5330434G04Rik","MGI:1925519","5330434G04Rik<em1(IMPC)Wtsi>","MGI:6153262","C57BL/6N","MGI:2159965","X","WTSI","DADH","HetXHem","71","32","39","0","18","No information available","17","0","0","21","0.2535211267605634","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"6430548M08Rik","MGI:2443793","6430548M08Rik<em1(IMPC)Mbp>","MGI:6276870","C57BL/6NCrl","MGI:2683688","8","UC Davis","CR10169","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","119","56","63","16","18","0","15","13","25","32","0.2857142857142857","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"9930012K11Rik","MGI:2145726","9930012K11Rik<tm2b(EUCOMM)Hmgu>","MGI:5613660","C57BL/6N","MGI:2159965","14","BCM","MAWLB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","197","108","89","18","18","0","32","23","58","48","0.18274111675126903","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"A1cf","MGI:1917115","A1cf<tm1b(EUCOMM)Hmgu>","MGI:5523232","C57BL/6NJ","MGI:3056279","19","JAX","JR24325","HetXHet","57","35","22","8","4","No information available","8","8","19","10","0.21052631578947367","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"A2m","MGI:2449119","A2m<tm1b(NCOM)Mfgc>","MGI:5766179","C57BL/6NCrl","MGI:2683688","6","TCP","TCPA0687Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","33","15","18","2","3","0","6","3","7","12","0.15151515151515152","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"A2ml1","MGI:3039594","A2ml1<em1(IMPC)Tcp>","MGI:6257801","C57BL/6NCrl","MGI:2683688","6","TCP","TCPR1119_ADWP","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","94","50","44","5","10","0","11","10","34","24","0.1595744680851064","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"A3galt2","MGI:2685279","A3galt2<em3(IMPC)H>","MGI:6341987","C57BL/6NTac","MGI:2164831","4","MRC Harwell","H-A3GALT2-DEL479-EM3-B6N","HetXHet","43","26","17","10","5","No information available","7","3","9","9","0.3488372093023256","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"A430005L14Rik","MGI:2140680","A430005L14Rik<tm1a(KOMP)Wtsi>","MGI:4419175","C57BL/6N","MGI:2159965","4","WTSI","MEVK","HetXHet","101","48","53","8","10","No information available","15","17","25","26","0.1782178217821782","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"A4galt","MGI:3512453","A4galt<tm1b(EUCOMM)Hmgu>","MGI:6120808","C57BL/6NTac","MGI:2164831","15","MRC Harwell","H-A4GALT-D11-TM1B","HetXHet","266","122","144","21","36","No information available","32","30","69","78","0.21428571428571427","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"A830005F24Rik","MGI:3045249","A830005F24Rik<tm1.1(KOMP)Mbp>","MGI:5569077","C57BL/6NCrl","MGI:2683688","13","UC Davis","ET8308","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","123","66","57","23","15","0","16","18","27","24","0.3089430894308943","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"A830019P07Rik","MGI:3028035","A830019P07Rik<tm1a(KOMP)Wtsi>","MGI:4820036","C57BL/6N","MGI:2159965","19","WTSI","MENG","HetXHet","139","61","78","16","19","No information available","16","21","29","38","0.2517985611510791","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"A830031A19Rik","MGI:2685508","A830031A19Rik<tm1b(KOMP)Wtsi>","MGI:5812929","C57BL/6N","MGI:2159965","11","WTSI","PMFA","HetXHet","55","27","28","6","9","No information available","9","6","12","13","0.2727272727272727","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"A930004D18Rik","MGI:1925190","A930004D18Rik<tm1a(EUCOMM)Wtsi>","MGI:4441782","C57BL/6N","MGI:2159965","2","WTSI","MFEK","HetXHet","150","86","64","20","11","No information available","22","17","44","36","0.20666666666666667","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"AA986860","MGI:2138143","AA986860<em1(IMPC)Mbp>","MGI:6404506","C57BL/6NCrl","MGI:2683688","1","UC Davis","CR10735","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","127","64","63","13","17","0","18","20","33","26","0.23622047244094488","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"AB124611","MGI:3043001","AB124611<tm1.1(KOMP)Vlcg>","MGI:5695961","C57BL/6NCrl","MGI:2683688","9","UC Davis","BL3477","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","214","107","107","31","26","0","27","18","49","63","0.26635514018691586","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"AI467606","MGI:2141979","AI467606<tm2b(EUCOMM)Wtsi>","MGI:5609357","C57BL/6N","MGI:2159965","7","BCM","PODGB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","207","107","100","13","14","0","37","36","57","50","0.13043478260869565","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"AI837181","MGI:2147598","AI837181<tm1b(KOMP)Wtsi>","MGI:5695124","C57BL/6N","MGI:2159965","19","BCM","AIESB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","219","95","124","15","21","0","23","29","57","74","0.1643835616438356","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"AU021092","MGI:2146559","AU021092<tm1b(KOMP)Wtsi>","MGI:5582437","C57BL/6NCrl","MGI:2683688","16","UC Davis","BL4448","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","193","90","103","14","14","0","43","36","33","53","0.14507772020725387","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"AU040320","MGI:2140475","AU040320<em1(IMPC)J>","MGI:5803696","C57BL/6NJ","MGI:3056279","4","JAX","JR29785","HetXHet","179","73","106","16","17","No information available","21","38","36","51","0.18435754189944134","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"AW112010","MGI:2147706","AW112010<em1(IMPC)Marc>","NOT-RELEASED-ac150da55a","C57BL/6N","MGI:2159965","19","MARC","AW112010_cas9_del804","HetXHet","90","45","45","15","11","No information available","14","9","16","25","0.28888888888888886","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Aacs","MGI:1926144","Aacs<em1(IMPC)J>","MGI:5898379","C57BL/6NJ","MGI:3056279","5","JAX","JR30713","HetXHet","112","62","50","11","14","No information available","13","6","38","30","0.22321428571428573","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Aadac","MGI:1915008","Aadac<em1(IMPC)Mbp>","MGI:6140121","C57BL/6NCrl","MGI:2683688","3","UC Davis","CR1229","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","170","93","77","22","13","0","25","19","46","45","0.20588235294117646","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Aadacl2","MGI:3646333","Aadacl2<em1(IMPC)Bay>","MGI:7425479","C57BL/6N","MGI:2159965","3","BCM","AADBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","176","88","88","19","12","0","24","24","45","52","0.17613636363636365","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Aak1","MGI:1098687","Aak1<tm1b(EUCOMM)Hmgu>","MGI:5766745","C57BL/6N","MGI:2159965","6","ICS","IP00006097a","HetXHet","236","114","122","11","11","No information available","32","50","71","61","0.09322033898305085","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Aamp","MGI:107809","Aamp<em1(IMPC)J>","MGI:6208836","C57BL/6NJ","MGI:3056279","1","JAX","JR32815","HetXHet","40","19","21","0","0","No information available","3","9","16","12","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Aanat","MGI:1328365","Aanat<em1(IMPC)Krb>","MGI:5896365","C57BL/6NTac","MGI:2164831","11","KMPC","M0060-Aanat","HetXHet","40","21","19","6","2","No information available","6","6","9","11","0.2","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Aard","MGI:2181621","Aard<tm1.1(KOMP)Vlcg>","MGI:5569071","C57BL/6NCrl","MGI:2683688","15","UC Davis","ET8309","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","104","54","50","13","12","0","11","18","30","20","0.2403846153846154","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Aars2","MGI:2681839","Aars2<tm1(KOMP)Wtsi>","MGI:4419134","C57BL/6N","MGI:2159965","17","MARC","Aars2_EPD0406_3_A04-1","HetXHet","53","22","31","0","0","No information available","8","8","14","23","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Aasdh","MGI:2442517","Aasdh<em1(IMPC)Tcp>","MGI:6358625","C57BL/6NCrl","MGI:2683688","5","TCP","TCPR1388_AEGU","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","150","75","75","13","14","0","21","17","41","44","0.18","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Aasdhppt","MGI:1914868","Aasdhppt<tm1.1(KOMP)Vlcg>","MGI:5700041","C57BL/6NJ","MGI:3056279","9","JAX","JR28179","HetXHet","82","36","46","0","0","No information available","8","19","28","27","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Aass","MGI:1353573","Aass<em1(IMPC)Tcp>","MGI:6156438","C57BL/6NCrl","MGI:2683688","6","TCP","TCPR0898_ADNT","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","101","65","36","18","12","0","14","10","33","14","0.297029702970297","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Aatf","MGI:1929608","Aatf<em1(IMPC)J>","MGI:6361005","C57BL/6NJ","MGI:3056279","11","JAX","JR34321","HetXHet","32","22","10","0","0","No information available","4","3","18","7","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Abat","MGI:2443582","Abat<em2(IMPC)Bay>","MGI:6257435","C57BL/6N","MGI:2159965","16","BCM","ABATB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","145","53","92","0","0","0","15","29","38","63","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Abca1","MGI:99607","Abca1<tm1b(EUCOMM)Hmgu>","MGI:5548975","C57BL/6N","MGI:2159965","4","BCM","ABCCB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","98","38","60","0","0","0","12","17","26","43","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Abca12","MGI:2676312","Abca12<em1(IMPC)J>","MGI:6294780","C57BL/6NJ","MGI:3056279","1","JAX","JR33630","HetXHet","53","24","29","0","0","No information available","10","9","14","20","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Abca13","MGI:2388707","Abca13<tm1b(EUCOMM)Wtsi>","MGI:5603352","C57BL/6N","MGI:2159965","11","BCM","ABCNB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","169","87","82","17","20","0","21","22","49","40","0.21893491124260356","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Abca14","MGI:2388708","Abca14<tm1.1(NCOM)Mfgc>","MGI:5766135","C57BL/6NCrl","MGI:2683688","7","TCP","TCPA0775Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","84","42","42","13","12","0","8","9","21","21","0.2976190476190476","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Abca16","MGI:2388711","Abca16<em1(IMPC)J>","MGI:5659623","C57BL/6NJ","MGI:3056279","7","JAX","JR27607","HetXHet","51","26","25","7","7","No information available","6","9","13","9","0.27450980392156865","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Abca17","MGI:3625331","Abca17<tm1b(EUCOMM)Wtsi>","MGI:5692866","C57BL/6NTac","MGI:2164831","17","MRC Harwell","H-ABCA17-F05-TM1B","HetXHet","150","70","80","20","21","No information available","14","19","36","40","0.2733333333333333","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Abca2","MGI:99606","Abca2<em1(IMPC)J>","MGI:6273493","C57BL/6NJ","MGI:3056279","2","JAX","JR33139","HetXHet","53","19","34","3","10","No information available","5","13","11","11","0.24528301886792453","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Abca3","MGI:1351617","Abca3<tm1b(EUCOMM)Hmgu>","MGI:5581732","C57BL/6N","MGI:2159965","17","BCM","ABCTB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","210","99","111","0","0","0","31","39","68","72","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Abca4","MGI:109424","Abca4<tm1a(EUCOMM)Wtsi>","MGI:4441732","C57BL/6N","MGI:2159965","3","WTSI","MCZT","HetXHet","166","88","78","11","12","No information available","28","30","49","36","0.13855421686746988","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Abca5","MGI:2386607","Abca5<em1(IMPC)Ccpcz>","MGI:7425480","C57BL/6NCrl","MGI:2683688","11","CCP-IMG","CCP-Abca5-exdel-EM1-B6N","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","31","15","16","3","3","0","2","5","10","8","0.1935483870967742","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Abca6","MGI:1923434","Abca6<tm2b(KOMP)Wtsi>","MGI:5513737","C57BL/6NCrl","MGI:2683688","11","TCP","TCPM0226Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","28","13","15","3","5","0","4","2","6","8","0.2857142857142857","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Abca7","MGI:1351646","Abca7<tm2b(EUCOMM)Hmgu>","MGI:5605763","C57BL/6NJ","MGI:3056279","10","JAX","JR24980","HetXHet","119","70","49","15","14","No information available","19","12","36","23","0.24369747899159663","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Abca8a","MGI:2386846","Abca8a<em1(IMPC)J>","MGI:6294772","C57BL/6NJ","MGI:3056279","11","JAX","JR33629","HetXHet","35","20","15","0","2","No information available","7","5","13","8","0.05714285714285714","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
