tx_name,seqnames,start,end,width,strand,tx_id,exon_rank,phast,gene_symbol,transcript
ENST00000216044.10,chr22,38705944,38733587,27644,+,240279,10,0.202174070322674,GTPBP1,ENST00000216044
ENST00000216068.9,chr22,38778508,38794143,15636,-,242940,2,0.141641084676388,DNAL4,ENST00000216068
ENST00000216075.11,chr22,50486859,50490648,3790,+,241086,3,0.159525065963061,MIOX,ENST00000216075
ENST00000216085.12,chr22,29259872,29267981,8110,-,242075,5,0.179358816276202,RHBDD3,ENST00000216085
ENST00000216099.13,chr22,39021127,39033277,12151,+,240310,2,0.0111678051189202,APOBEC3D,ENST00000216099
ENST00000216101.7,chr22,29312933,29315697,2765,-,242083,2,0.255877034358047,RASL10A,ENST00000216101
ENST00000216106.6,chr22,35257493,35295807,38315,+,239988,3,0.236682761320632,HMGXB4,ENST00000216106
ENST00000216115.3,chr22,43110750,43129712,18963,+,240667,2,0.0562832885092022,BIK,ENST00000216115
ENST00000216121.12,chr22,29554808,29581113,26306,-,242125,9,0.103489698167718,NIPSNAP1,ENST00000216121
ENST00000216122.9,chr22,35400140,35425431,25292,+,240023,9,0.113189941483473,MCM5,ENST00000216122
ENST00000216124.10,chr22,50622754,50628152,5399,-,243660,8,0.228690498240415,ARSA,ENST00000216124
ENST00000216127.5,chr22,35540831,35553999,13169,+,240032,3,0.116872959222416,RASD2,ENST00000216127
ENST00000216129.7,chr22,43166622,43187134,20513,-,243258,13,0.0809389167844781,TTLL12,ENST00000216129
ENST00000216133.10,chr22,39130772,39152680,21909,-,242951,5,0.12545072801132,CBX7,ENST00000216133
ENST00000216139.10,chr22,50738204,50745339,7136,+,241131,4,0.0981502242152467,ACR,ENST00000216139
ENST00000216144.4,chr22,29720003,29731833,11831,+,239575,1,0.187236919956048,CABP7,ENST00000216144
ENST00000216146.9,chr22,39312882,39319623,6742,-,242962,2,0.241056066449125,RPL3,ENST00000216146
ENST00000216180.8,chr22,43923805,43947582,23778,+,240691,9,0.0409243838842628,PNPLA3,ENST00000216180
ENST00000216185.7,chr22,36467046,36481640,14595,-,242596,4,0.0749023638232272,TXN2,ENST00000216185
ENST00000216190.13,chr22,36510855,36529166,18312,-,242618,4,0.127107907383137,EIF3D,ENST00000216190
ENST00000216200.9,chr22,36800684,36819479,18796,-,242647,3,0.0984517982549479,PVALB,ENST00000216200
ENST00000216211.9,chr22,45284949,45295874,10926,+,240792,6,0.0724967966318873,UPK3A,ENST00000216211
ENST00000216214.7,chr22,45308982,45341955,32974,+,240795,6,0.0781100260811546,FAM118A,ENST00000216214
ENST00000216218.8,chr22,40824535,40856639,32105,-,243036,7,0.129609095156517,ST13,ENST00000216218
ENST00000216223.10,chr22,37125843,37149916,24074,-,242680,5,0.0408739719199137,IL2RB,ENST00000216223
ENST00000216225.9,chr22,40951378,40973309,21932,+,240481,1,0.150642896224694,RBX1,ENST00000216225
ENST00000216237.10,chr22,41205312,41231271,25960,+,240505,6,0.133201078582435,L3MBTL2,ENST00000216237
ENST00000216241.14,chr22,41229513,41240931,11419,-,243054,2,0.187958665382257,CHADL,ENST00000216241
ENST00000216252.4,chr22,41459717,41468692,8976,-,243068,3,0.15479055258467,PHF5A,ENST00000216252
ENST00000216254.9,chr22,41469117,41528974,59858,+,240525,4,0.118066089745732,ACO2,ENST00000216254
ENST00000216259.8,chr22,41576900,41589840,12941,-,243081,3,0.110300595008114,PMM1,ENST00000216259
ENST00000216264.13,chr22,46684410,46738252,53843,-,243378,3,0.0504299537544341,CERK,ENST00000216264
ENST00000216271.10,chr22,50245183,50251265,6083,-,243468,12,0.164228176886405,HDAC10,ENST00000216271
ENST00000216274.10,chr14,24336025,24339991,3967,-,171273,3,0.108772372069574,RIPK3,ENST00000216274
ENST00000216294.5,chr14,61762420,61796428,34009,+,167513,9,0.142615190096739,SNAPC1,ENST00000216294
ENST00000216297.7,chr14,21351476,21384019,32544,-,170649,9,0.201471853490659,SUPT16H,ENST00000216297
ENST00000216330.7,chr14,45115600,45135319,19720,-,171783,6,0.169492900608519,FKBP3,ENST00000216330
ENST00000216336.3,chr14,24573518,24576250,2733,-,171306,1,0.13889498719356,CTSG,ENST00000216336
ENST00000216338.9,chr14,24606480,24609685,3206,-,171308,2,0.101684341859014,GZMH,ENST00000216338
ENST00000216341.9,chr14,24630954,24634190,3237,-,171311,3,0.0926166203274637,GZMB,ENST00000216341
ENST00000216367.10,chr14,49643555,49688214,44660,-,171849,6,0.171473354231975,POLE2,ENST00000216367
ENST00000216373.10,chr14,50117130,50231578,114449,-,171919,16,0.193141049725205,SOS2,ENST00000216373
ENST00000216410.8,chr14,52775193,52791607,16415,-,172056,5,0.173457203777032,GNPNAT1,ENST00000216410
ENST00000216416.9,chr14,54423561,54441374,17814,-,172108,2,0.218637027057371,CNIH1,ENST00000216416
ENST00000216420.12,chr14,54509906,54539292,29387,+,167104,3,0.177387960662878,CGRRF1,ENST00000216420
ENST00000216446.9,chr14,67386984,67412165,25182,-,172531,2,0.141426415693749,PLEK2,ENST00000216446
ENST00000216452.9,chr14,67589318,67600268,10951,-,172546,4,0.204556661492101,PIGH,ENST00000216452
ENST00000216455.9,chr14,58244843,58272004,27162,+,167271,8,0.131087548781386,PSMA3,ENST00000216455
ENST00000216465.10,chr14,77321036,77331597,10562,+,168479,8,0.106996780912706,GSTZ1,ENST00000216465
ENST00000216468.8,chr14,77335029,77377094,42066,-,173158,3,0.220108876527362,TMED8,ENST00000216468
ENST00000216479.8,chr14,77458093,77469472,11380,+,168499,6,0.200579964850615,AHSA1,ENST00000216479
ENST00000216489.8,chr14,77672404,77708023,35620,-,173193,6,0.127380685008422,ALKBH1,ENST00000216489
ENST00000216492.10,chr14,92923150,92935285,12136,+,168996,6,0.119438035596572,CHGA,ENST00000216492
ENST00000216500.9,chr14,60144120,60169856,25737,-,172315,8,0.165322298636204,DHRS7,ENST00000216500
ENST00000216513.5,chr14,60709539,60724351,14813,-,172344,1,0.519482886653615,SIX4,ENST00000216513
ENST00000216540.5,chr14,69775416,69797241,21826,-,172691,1,0.0912214789700357,SLC10A1,ENST00000216540
ENST00000216554.8,chr14,103334237,103345025,10789,+,169930,9,0.297812586894059,EIF5,ENST00000216554
ENST00000216629.11,chr14,96256210,96264763,8554,+,169200,3,0.119207388356325,BDKRB1,ENST00000216629
ENST00000216639.8,chr14,96797382,96881609,84228,+,169291,9,0.189243481977491,VRK1,ENST00000216639
ENST00000216733.8,chr14,23356406,23365172,8767,-,170984,6,0.274175886848409,EFS,ENST00000216733
ENST00000216756.11,chr14,102348282,102362890,14609,-,174069,1,0.0974741597645288,CINP,ENST00000216756
ENST00000216780.9,chr14,24094311,24104125,9815,+,165896,7,0.297677024961793,PCK2,ENST00000216780
ENST00000216799.9,chr14,24138965,24141591,2627,-,171079,5,0.397335363532547,EMC9,ENST00000216799
ENST00000216802.10,chr14,24143365,24146610,3246,-,171085,2,0.349199014171288,PSME2,ENST00000216802
ENST00000216807.12,chr14,35826338,35871963,45626,+,166571,9,0.223313461622759,BRMS1L,ENST00000216807
ENST00000216832.9,chr14,39175254,39183220,7967,+,166692,6,0.436651186142839,PNN,ENST00000216832
ENST00000216862.8,chr20,54153446,54173986,20541,-,234591,2,0.112628401733119,CYP24A1,ENST00000216862
ENST00000216962.9,chr20,25248085,25298012,49928,+,229918,15,0.0840650536772955,PYGB,ENST00000216962
ENST00000216968.5,chr20,35172072,35177362,5291,+,230304,4,0.185787185787186,PROCR,ENST00000216968
ENST00000217086.9,chr20,51782331,51802521,20191,-,234540,4,0.228770244168193,SALL4,ENST00000217086
ENST00000217109.9,chr20,56392645,56406362,13718,+,231449,3,0.169310395101326,CSTF1,ENST00000217109
ENST00000217131.6,chr20,58995185,59007254,12070,-,234736,4,0.0724192212096106,CTSZ,ENST00000217131
ENST00000217159.6,chr20,62642503,62672293,29791,+,231905,3,0.0433889429693532,SLCO4A1,ENST00000217159
ENST00000217169.8,chr20,63235905,63240495,4591,+,231953,6,0.0663254192986277,BIRC7,ENST00000217169
ENST00000217173.7,chr20,3107573,3159865,52293,-,232411,2,0.160369456715048,UBOX5,ENST00000217173
ENST00000217182.6,chr20,63488014,63499083,11070,-,234984,8,0.15513098464318,EEF1A2,ENST00000217182
ENST00000217254.11,chr20,760080,776015,15936,-,232239,4,0.100200803212851,SLC52A3,ENST00000217254
ENST00000217320.8,chr20,36876138,36894235,18098,+,230470,3,0.108266106752127,TLDC2,ENST00000217320
ENST00000217386.2,chr20,3071620,3072517,898,+,229184,2,0.361135857461025,OXT,ENST00000217386
ENST00000217402.3,chr20,33811348,33854366,43019,+,230211,1,0.196582905227923,CHMP4B,ENST00000217402
ENST00000217407.3,chr20,38346482,38377013,30532,+,230543,5,0.0721570810952442,LBP,ENST00000217407
ENST00000217420.2,chr20,38724486,38729372,4887,+,230620,2,0.467178227951709,SLC32A1,ENST00000217420
ENST00000217426.7,chr20,34280268,34303355,23088,-,233514,9,0.132350138600139,AHCY,ENST00000217426
ENST00000217428.7,chr20,45512461,45515622,3162,-,234213,2,0.0969639468690702,SPINT3,ENST00000217428
ENST00000217455.9,chr20,45841721,45857392,15672,-,234252,2,0.154702654415518,ACOT8,ENST00000217455
ENST00000217456.3,chr20,24962925,24992751,29827,-,233049,2,0.0862373017735608,APMAP,ENST00000217456
ENST00000217740.4,chr18,32018825,32073219,54395,+,210932,4,0.137310414560162,RNF125,ENST00000217740
ENST00000217901.10,chrX,153785768,153794375,8608,-,251467,6,0.153961431226766,IDH3G,ENST00000217901
ENST00000217939.7,chrX,3308565,3346652,38088,-,247906,5,0.0950509346775887,MXRA5,ENST00000217939
ENST00000217958.8,chrX,108084207,108091542,7336,-,250494,1,0.322655398037077,PSMD10,ENST00000217958
ENST00000217971.8,chrX,119236285,119244466,8182,+,246631,3,0.429259349792227,PGRMC1,ENST00000217971
ENST00000217999.3,chrX,120109051,120115913,6863,-,250694,2,0.0922920005828355,RHOXF1,ENST00000217999
ENST00000218006.3,chrX,109372906,109482086,109181,-,250513,5,0.275424295436018,GUCY2F,ENST00000218006
ENST00000218068.7,chrX,49829303,49834264,4962,+,245061,2,0.199052801289803,PAGE4,ENST00000218068
ENST00000218075.9,chrX,14529536,14731812,202277,+,244028,2,0.242757703545135,GLRA2,ENST00000218075
ENST00000218104.6,chrX,153724856,153744755,19900,+,247507,1,0.149804020100503,ABCD1,ENST00000218104
ENST00000218147.11,chrX,129982610,130057663,75054,+,246831,7,0.283571828283634,BCORL1,ENST00000218147
ENST00000218176.4,chrX,48961380,48971844,10465,-,248917,1,0.427052078356427,KCND1,ENST00000218176
ENST00000218230.6,chrX,48831096,48835610,4515,-,248874,1,0.23202657807309,PCSK1N,ENST00000218230
ENST00000218249.7,chrX,102937272,102938300,1029,+,246237,1,0.593974732750243,RAB40AL,ENST00000218249
ENST00000218316.4,chrX,151176584,151181465,4882,+,247366,2,0.233449405981155,GPR50,ENST00000218316
ENST00000218340.4,chrX,46837043,46882358,45316,+,244695,2,0.356006708447347,RP2,ENST00000218340
ENST00000218348.7,chrX,47232866,47248327,15462,+,244747,12,0.279452852153667,USP11,ENST00000218348
ENST00000218388.9,chrX,47582436,47586789,4354,+,244770,2,0.21676619200735,TIMP1,ENST00000218388
ENST00000218721.1,chr13,49220338,49222377,2040,+,161546,2,0.323970588235294,MLNR,ENST00000218721
ENST00000219022.3,chr13,53028813,53052057,23245,+,161801,5,0.274695633469564,OLFM4,ENST00000219022
ENST00000219066.5,chr16,2039815,2047866,8052,-,190255,1,0.0979011425732736,NTHL1,ENST00000219066
ENST00000219069.6,chr16,3283491,3291460,7970,+,184547,2,0.295771643663739,ZNF263,ENST00000219069
ENST00000219070.9,chr16,55479198,55506691,27494,+,187226,11,0.139794136902597,MMP2,ENST00000219070
ENST00000219139.8,chr16,67109941,67148544,38604,+,187920,7,0.165156460470417,C16orf70,ENST00000219139
ENST00000219162.4,chr16,56565073,56568957,3885,+,187306,2,0.0798970398970399,MT4,ENST00000219162
ENST00000219169.9,chr16,67846933,67872567,25635,+,188158,2,0.146463818997464,NUTF2,ENST00000219169
ENST00000219197.11,chr16,49277917,49281838,3922,-,192683,1,0.417108618052014,CBLN1,ENST00000219197
ENST00000219204.8,chr16,57245259,57253635,8377,+,187461,1,0.170621941029008,ARL2BP,ENST00000219204
ENST00000219207.10,chr16,57256097,57284672,28576,-,193098,3,0.0823593225083986,PLLP,ENST00000219207
ENST00000219235.5,chr16,57358783,57366189,7407,+,187466,1,0.0708248953692453,CCL22,ENST00000219235
ENST00000219244.9,chr16,57404767,57416063,11297,+,187471,3,0.0646897406391078,CCL17,ENST00000219244
ENST00000219252.10,chr16,57462679,57472009,9331,+,187495,9,0.169896045439931,POLR2C,ENST00000219252
ENST00000219271.4,chr16,58025754,58046901,21148,+,187642,4,0.150808587100435,MMP15,ENST00000219271
ENST00000219299.8,chr16,58249936,58283836,33901,+,187650,1,0.138034276275036,CCDC113,ENST00000219299
ENST00000219301.8,chr16,58279997,58295047,15051,-,193207,3,0.138323035014285,PRSS54,ENST00000219301
ENST00000219313.9,chr16,74296814,74306288,9475,+,188768,5,0.188928759894459,PSMD7,ENST00000219313
ENST00000219320.9,chr16,58665109,58684770,19662,-,193244,11,0.134492930525887,SLC38A7,ENST00000219320
ENST00000219334.10,chr16,68358327,68448508,90182,-,193796,4,0.189624315273558,SMPD3,ENST00000219334
ENST00000219343.11,chr16,68264526,68301819,37294,+,188247,4,0.178779428326272,SLC7A6,ENST00000219343
ENST00000219345.10,chr16,68245373,68261058,15686,+,188239,2,0.139009307662884,PLA2G15,ENST00000219345
ENST00000219368.8,chr16,74712969,74774820,61852,-,194244,7,0.0743274267606543,FA2H,ENST00000219368
ENST00000219409.8,chr16,280591,283010,2420,+,183648,2,0.242272727272727,ARHGDIG,ENST00000219409
ENST00000219431.4,chr16,78257,85842,7586,+,183603,5,0.0783548642235697,MPG,ENST00000219431
ENST00000219476.9,chr16,2047985,2089491,41507,+,184139,16,0.124856048377382,TSC2,ENST00000219476
ENST00000219478.11,chr16,4748239,4767162,18924,-,190863,4,0.0725058127245826,ZNF500,ENST00000219478
ENST00000219479.7,chr16,397199,400754,3556,+,183666,1,0.136220472440945,NME4,ENST00000219479
ENST00000219481.10,chr16,401885,412482,10598,+,183677,8,0.0678429892432535,DECR2,ENST00000219481
ENST00000219548.9,chr16,680410,682801,2392,+,183826,4,0.436872909698997,STUB1,ENST00000219548
ENST00000219599.8,chr16,21258521,21303062,44542,-,191618,3,0.124352296708724,CRYM,ENST00000219599
ENST00000219611.7,chr16,527712,554636,26925,+,183702,5,0.11104921077066,CAPN15,ENST00000219611
ENST00000219746.14,chr16,52436417,52547143,110727,-,192776,3,0.256365656073044,TOX3,ENST00000219746
ENST00000219789.11,chr16,29858357,29863226,4870,-,192110,1,0.211396303901437,CDIPT,ENST00000219789
ENST00000219837.12,chr16,19701937,19718227,16291,-,191497,3,0.0767417592535756,KNOP1,ENST00000219837
ENST00000220058.9,chr15,65001512,65029639,28128,-,181326,1,0.176624715585893,MTFMT,ENST00000220058
ENST00000220062.9,chr15,65053337,65067991,14655,-,181334,1,0.155325827362675,RASL12,ENST00000220062
ENST00000220244.7,chr15,80779343,80951776,172434,+,177992,6,0.0716564018697011,CEMIP,ENST00000220244
ENST00000220325.9,chr15,41895933,41972557,76625,-,179982,1,0.113667862969005,EHD4,ENST00000220325
ENST00000220420.10,chr15,43232590,43266928,34339,-,180096,11,0.12708582078686,TGM5,ENST00000220420
ENST00000220478.8,chr15,51681503,51721026,39524,+,176498,8,0.158126707823095,SCG3,ENST00000220478
ENST00000220496.9,chr15,40765161,40807473,42313,-,179884,3,0.143116772623071,DNAJC17,ENST00000220496
ENST00000220507.5,chr15,40872214,40874234,2021,-,179903,2,0.561900049480456,RHOV,ENST00000220507
ENST00000220509.10,chr15,40894450,40903975,9526,+,175670,1,0.352120512282176,VPS18,ENST00000220509
ENST00000220514.8,chr15,41309273,41332591,23319,-,179930,2,0.149804880140658,OIP5,ENST00000220514
ENST00000220562.9,chr8,28701501,28755599,54099,+,105009,5,0.128072607626758,EXTL3,ENST00000220562
ENST00000220659.11,chr8,37843268,37849861,6594,-,110201,3,0.246041856232939,BRF2,ENST00000220659
ENST00000220669.10,chr8,81701337,81721300,19964,-,111459,6,0.134612302143859,ZFAND1,ENST00000220669
ENST00000220751.5,chr8,89757816,89791064,33249,+,106985,2,0.167253150470691,RIPK2,ENST00000220751
ENST00000220764.7,chr8,90001477,90053633,52157,+,107002,8,0.127062522767797,DECR1,ENST00000220764
ENST00000220772.8,chr8,41261962,41309473,47512,-,110380,2,0.0972491160127967,SFRP1,ENST00000220772
ENST00000220809.9,chr8,42174718,42207565,32848,-,110430,3,0.0841207988309789,PLAT,ENST00000220809
ENST00000220812.3,chr8,42374063,42377229,3167,-,110455,3,0.131354594253236,DKK4,ENST00000220812
ENST00000220822.12,chr8,74350403,74366876,16474,+,106698,1,0.204582979240014,GDAP1,ENST00000220822
ENST00000220853.8,chr8,108443624,108489196,45573,+,107633,7,0.170638316547078,EMC2,ENST00000220853
ENST00000220913.10,chr8,140511322,140517154,5833,+,108454,3,0.118275330018858,CHRAC1,ENST00000220913
ENST00000220940.2,chr8,142834801,142846851,12051,+,108542,3,0.0469504605426935,GML,ENST00000220940
ENST00000220966.10,chr8,143603913,143609614,5702,-,113744,6,0.107997193967029,PYCR3,ENST00000220966
ENST00000221086.8,chr8,11284816,11328146,43331,+,104231,7,0.128139207495788,MTMR9,ENST00000221086
ENST00000221114.8,chr8,30156369,30183639,27271,+,105080,4,0.144695830735946,DCTN6,ENST00000221114
ENST00000221130.11,chr8,30678066,30727846,49781,-,110094,12,0.0826439806351821,GSR,ENST00000221130
ENST00000221132.8,chr8,23190452,23225102,34651,-,109802,6,0.0845747597471935,TNFRSF10A,ENST00000221132
ENST00000221138.9,chr8,30785616,30812818,27203,-,110105,7,0.167724148071903,PPP2CB,ENST00000221138
ENST00000221166.10,chr8,24913761,24919093,5333,+,104827,3,0.55122820176261,NEFM,ENST00000221166
ENST00000221200.9,chr8,25427847,25458433,30587,-,109872,2,0.190309608657273,KCTD9,ENST00000221200
ENST00000221232.11,chr19,54137762,54155681,17920,+,221143,3,0.209380580357143,CNOT3,ENST00000221232
ENST00000221233.9,chr19,41386374,41397359,10986,-,226337,1,0.0935827416712178,EXOSC5,ENST00000221233
ENST00000221249.10,chr19,7534004,7561764,27761,+,215560,6,0.178545441446634,PNPLA6,ENST00000221249
ENST00000221265.8,chr19,39385629,39391106,5478,-,226060,12,0.400547645125958,PAF1,ENST00000221265
ENST00000221283.10,chr19,7637110,7647873,10764,+,215608,7,0.163052768487551,STXBP2,ENST00000221283
ENST00000221307.13,chr19,15640897,15662825,21929,+,216631,5,0.0630306899539423,CYP4F3,ENST00000221307
ENST00000221399.8,chr19,48880967,48898744,17778,-,227490,4,0.0994431319608505,TULP2,ENST00000221399
ENST00000221403.7,chr19,48933699,48944969,11271,+,220261,4,0.0998491704374057,DHDH,ENST00000221403
ENST00000221418.9,chr19,38815422,38831794,16373,-,225944,8,0.148610517315092,ECH1,ENST00000221418
ENST00000221452.13,chr19,45001464,45038192,36729,+,219798,7,0.113594162650766,RELB,ENST00000221452
ENST00000221455.8,chr19,45039045,45070956,31912,+,219803,9,0.123743419403359,CLASRP,ENST00000221455
ENST00000221459.7,chr19,49114370,49118460,4091,+,220312,3,0.240014666340748,LIN7B,ENST00000221459
ENST00000221462.9,chr19,45093179,45147285,54107,+,219829,8,0.0885356793021237,PPP1R37,ENST00000221462
ENST00000221466.10,chr19,49512661,49526428,13768,+,220446,6,0.101612434631028,FCGRT,ENST00000221466
ENST00000221476.4,chr19,45306413,45322875,16463,-,226867,5,0.131920063171961,CKM,ENST00000221476
ENST00000221480.6,chr19,7476875,7489035,12161,-,222968,1,0.0665488035523395,PEX11G,ENST00000221480
ENST00000221485.8,chr19,49429401,49441527,12127,-,227561,10,0.312146450070092,SLC17A7,ENST00000221485
ENST00000221494.10,chr19,2236824,2248655,11832,+,215034,4,0.0896382691007437,SF3A2,ENST00000221494
ENST00000221496.5,chr19,2249323,2252073,2751,+,215042,4,0.223591421301345,AMH,ENST00000221496
ENST00000221498.7,chr19,49363877,49375116,11240,+,220365,5,0.118042704626334,DKKL1,ENST00000221498
ENST00000221515.6,chr19,7669049,7670455,1407,+,215629,3,0.0796730632551528,RETN,ENST00000221515
ENST00000221538.8,chr19,45795713,45815308,19596,-,227027,6,0.108221065523576,RSPH6A,ENST00000221538
ENST00000221543.10,chr19,49877702,49888750,11049,+,220587,2,0.168775454792289,TBC1D17,ENST00000221543
ENST00000221566.7,chr19,2754715,2783273,28559,-,222345,5,0.038887916243566,SGTA,ENST00000221566
ENST00000221573.11,chr19,7920338,7923250,2913,+,215675,4,0.137864744249914,SNAPC2,ENST00000221573
ENST00000221665.5,chr19,55591376,55599517,8142,-,228698,3,0.190407762220584,FIZ1,ENST00000221665
ENST00000221671.8,chr19,16496394,16521352,24959,+,216837,7,0.073300212348251,C19orf44,ENST00000221671
ENST00000221700.11,chr19,15878023,15898074,20052,-,224286,3,0.0710003989626969,CYP4F2,ENST00000221700
