gene,null_model,alt_model,species,p,omega,branch
ABI1,b_neut,b_free,35,0.121068,0,Haplorhine
ABI2,b_neut,b_free,12,0.996258,0.574,Human
ABI2,b_neut,b_free,41,0.109124,0,Homo-Pan
ABI2,b_neut,b_free,34,0.13469,0,Primate
ABI2,b_neut,b_free,39,0.043253,0,Great Ape
ABI2,b_neut,b_free,35,1,71.009,Haplorhine
ABI3,b_neut,b_free,12,0.143381,0.177,Human
ABI3,b_neut,b_free,41,1,0.575,Homo-Pan
ABI3,b_neut,b_free,34,1,5.189,Primate
ABI3,b_neut,b_free,39,0.598184,0.48,Great Ape
ABI3,b_neut,b_free,35,0.072281,0.149,Haplorhine
ABI3BP,b_neut,b_free,12,0.064418,0.389,Human
ABI3BP,b_neut,b_free,41,0.113321,0,Homo-Pan
ABI3BP,b_neut,b_free,34,0.010111,0.299,Primate
ABI3BP,b_neut,b_free,39,0.080426,0.197,Great Ape
ABI3BP,b_neut,b_free,35,0.983806,0.983,Haplorhine
ABITRAM,b_neut,b_free,12,0.998872,0.563,Human
ABITRAM,b_neut,b_free,41,0.998046,0.564,Homo-Pan
ABITRAM,b_neut,b_free,34,0.322934,0,Primate
ABITRAM,b_neut,b_free,39,0.993617,0,Great Ape
ABITRAM,b_neut,b_free,35,0.988549,0,Haplorhine
ABL1,b_neut,b_free,12,0,0,Human
ABL1,b_neut,b_free,41,0.022923,0,Homo-Pan
ABL1,b_neut,b_free,34,0.011614,0.135,Primate
ABL1,b_neut,b_free,39,0.007291,0,Great Ape
ABL1,b_neut,b_free,35,6e-06,0.115,Haplorhine
ABL2,b_neut,b_free,12,0.001094,0.064,Human
ABL2,b_neut,b_free,41,0.132204,0,Homo-Pan
ABL2,b_neut,b_free,34,0.029312,0.005,Primate
ABL2,b_neut,b_free,39,0.054168,0,Great Ape
ABL2,b_neut,b_free,35,4e-05,0.023,Haplorhine
ABLIM1,b_neut,b_free,12,0.000285,0,Human
ABLIM1,b_neut,b_free,41,0.285697,96.907,Homo-Pan
ABLIM1,b_neut,b_free,34,0.215351,0.374,Primate
ABLIM1,b_neut,b_free,39,0.943684,1.096,Great Ape
ABLIM1,b_neut,b_free,35,0.138845,0.175,Haplorhine
ABLIM2,b_neut,b_free,12,0.000102,0.029,Human
ABLIM2,b_neut,b_free,41,0.133103,0,Homo-Pan
ABLIM2,b_neut,b_free,34,0.093166,0.073,Primate
ABLIM2,b_neut,b_free,39,3e-05,0,Great Ape
ABLIM2,b_neut,b_free,35,0.005059,0.079,Haplorhine
ABLIM3,b_neut,b_free,12,0.484678,999,Human
ABLIM3,b_neut,b_free,41,0.018702,0,Homo-Pan
ABLIM3,b_neut,b_free,34,0.008974,0.049,Primate
ABLIM3,b_neut,b_free,39,0.002804,0,Great Ape
ABLIM3,b_neut,b_free,35,1,1.262,Haplorhine
ABO,b_neut,b_free,25,0.836499,0.214,Primate
ABO,b_neut,b_free,10,0.003034,0.095,Human
ABO,b_neut,b_free,32,0.43106,999,Homo-Pan
ABO,b_neut,b_free,30,0.975829,0,Great Ape
ABO,b_neut,b_free,26,0.389944,0.103,Haplorhine
ABR,b_neut,b_free,12,0.000288,0,Human
ABR,b_neut,b_free,41,0.081468,0,Homo-Pan
ABR,b_neut,b_free,34,3.3e-05,0,Primate
ABR,b_neut,b_free,39,3.3e-05,0,Great Ape
ABR,b_neut,b_free,35,0.192442,0,Haplorhine
ABRA,b_neut,b_free,12,0.172692,999,Human
ABRA,b_neut,b_free,41,0.621969,999,Homo-Pan
ABRA,b_neut,b_free,34,0.000423,0,Primate
ABRA,b_neut,b_free,39,0.289493,0,Great Ape
ABRA,b_neut,b_free,35,0.501307,0.341,Haplorhine
ABRACL,b_neut,b_free,12,0.121034,0,Human
ABRACL,b_neut,b_free,41,1,0,Homo-Pan
ABRACL,b_neut,b_free,34,0.994707,25.137,Primate
ABRACL,b_neut,b_free,39,0.120342,0,Great Ape
ABRACL,b_neut,b_free,35,1,3.22,Haplorhine
ABRAXAS1,b_neut,b_free,12,0.996808,0.562,Human
ABRAXAS1,b_neut,b_free,41,0.120746,0.159,Homo-Pan
ABRAXAS1,b_neut,b_free,34,0.237539,0.003,Primate
ABRAXAS1,b_neut,b_free,39,0.98072,88.71,Great Ape
ABRAXAS1,b_neut,b_free,35,0.675972,0.673,Haplorhine
ABRAXAS2,b_neut,b_free,12,0.978832,0,Human
ABRAXAS2,b_neut,b_free,41,0.51585,0.374,Homo-Pan
ABRAXAS2,b_neut,b_free,34,0.088446,0.116,Primate
ABRAXAS2,b_neut,b_free,39,0.98866,0,Great Ape
ABRAXAS2,b_neut,b_free,35,0.968636,0,Haplorhine
ABT1,b_neut,b_free,12,0.005276,0,Human
ABT1,b_neut,b_free,41,0.992347,0,Homo-Pan
ABT1,b_neut,b_free,34,0.385558,0.21,Primate
ABT1,b_neut,b_free,39,0.985159,0,Great Ape
ABT1,b_neut,b_free,35,0.564219,0,Haplorhine
ABTB1,b_neut,b_free,32,0.249352,0,Primate
ABTB1,b_neut,b_free,12,0.480362,999,Human
ABTB1,b_neut,b_free,39,0.048641,0.103,Homo-Pan
ABTB1,b_neut,b_free,37,0.00225,0,Great Ape
ABTB1,b_neut,b_free,33,0.001413,0,Haplorhine
ABTB2,b_neut,b_free,12,0.009964,0.184,Human
ABTB2,b_neut,b_free,41,0.114815,0,Homo-Pan
ABTB2,b_neut,b_free,34,0.035785,0.039,Primate
ABTB2,b_neut,b_free,39,0.000123,0,Great Ape
ABTB2,b_neut,b_free,35,0.824307,999,Haplorhine
ACAA1,b_neut,b_free,12,0.021001,0,Human
ACAA1,b_neut,b_free,41,0.998872,0.565,Homo-Pan
ACAA1,b_neut,b_free,34,0.182304,0.214,Primate
ACAA1,b_neut,b_free,39,0.206497,0,Great Ape
ACAA1,b_neut,b_free,35,0.39386,0.342,Haplorhine
ACAA2,b_neut,b_free,12,0.996615,0.565,Human
ACAA2,b_neut,b_free,41,1,0.554,Homo-Pan
ACAA2,b_neut,b_free,34,0.472677,0.357,Primate
ACAA2,b_neut,b_free,39,0.957905,0.943,Great Ape
ACAA2,b_neut,b_free,35,0.176551,0.079,Haplorhine
ACACA,b_neut,b_free,12,5.5e-05,0.046,Human
ACACA,b_neut,b_free,41,0.30898,0.423,Homo-Pan
ACACA,b_neut,b_free,34,6e-06,0.034,Primate
ACACA,b_neut,b_free,39,0.001554,0,Great Ape
ACACA,b_neut,b_free,35,0.957574,0.661,Haplorhine
ACACB,b_neut,b_free,12,0,0.063,Human
ACACB,b_neut,b_free,41,0.00016,0.087,Homo-Pan
ACACB,b_neut,b_free,34,0.000706,0.14,Primate
ACACB,b_neut,b_free,39,0.107611,0.115,Great Ape
ACACB,b_neut,b_free,35,0.001306,0.077,Haplorhine
ACAD10,b_neut,b_free,12,0.003816,0.155,Human
ACAD10,b_neut,b_free,41,1,1.919,Homo-Pan
ACAD10,b_neut,b_free,34,0.010479,0.246,Primate
ACAD10,b_neut,b_free,39,0.049484,0.238,Great Ape
ACAD10,b_neut,b_free,35,0.051921,0.19,Haplorhine
ACAD11,b_neut,b_free,12,0.159585,0.19,Human
ACAD11,b_neut,b_free,41,0.425119,999,Homo-Pan
ACAD11,b_neut,b_free,34,0.744322,1.759,Primate
ACAD11,b_neut,b_free,39,0.268261,999,Great Ape
ACAD11,b_neut,b_free,35,0.083655,0.152,Haplorhine
ACAD8,b_neut,b_free,12,0.275355,999,Human
ACAD8,b_neut,b_free,41,0.488916,0.357,Homo-Pan
ACAD8,b_neut,b_free,34,1.4e-05,0,Primate
ACAD8,b_neut,b_free,39,0.077537,0,Great Ape
ACAD8,b_neut,b_free,35,0.97262,0,Haplorhine
ACAD9,b_neut,b_free,32,0.59532,0.415,Primate
ACAD9,b_neut,b_free,12,0.004433,0,Human
ACAD9,b_neut,b_free,39,0.108303,0,Homo-Pan
ACAD9,b_neut,b_free,37,0.023488,0,Great Ape
ACAD9,b_neut,b_free,33,0.997477,0.983,Haplorhine
ACADL,b_neut,b_free,12,0.10016,0,Human
ACADL,b_neut,b_free,41,0.278151,999,Homo-Pan
ACADL,b_neut,b_free,34,0.020601,0.044,Primate
ACADL,b_neut,b_free,39,0.99563,0.565,Great Ape
ACADL,b_neut,b_free,35,1,12.308,Haplorhine
ACADM,b_neut,b_free,12,1,1.414,Human
ACADM,b_neut,b_free,41,0.36841,0.265,Homo-Pan
ACADM,b_neut,b_free,34,0.003608,0,Primate
ACADM,b_neut,b_free,39,0.399494,371.46,Great Ape
ACADM,b_neut,b_free,35,0.219169,0.093,Haplorhine
ACADS,b_neut,b_free,12,0.008123,0.136,Human
ACADS,b_neut,b_free,41,0.010943,0,Homo-Pan
ACADS,b_neut,b_free,34,0.236505,0.236,Primate
ACADS,b_neut,b_free,39,0.013703,0,Great Ape
ACADS,b_neut,b_free,35,0.919862,7.308,Haplorhine
ACADSB,b_neut,b_free,12,0.011695,0.088,Human
ACADSB,b_neut,b_free,41,0.98866,0,Homo-Pan
ACADSB,b_neut,b_free,34,0.6888,1.749,Primate
ACADSB,b_neut,b_free,39,0.980819,0,Great Ape
ACADSB,b_neut,b_free,35,0.117885,0.136,Haplorhine
ACADVL,b_neut,b_free,12,0.012544,0.09,Human
ACADVL,b_neut,b_free,41,0.996258,0.556,Homo-Pan
ACADVL,b_neut,b_free,34,0.000908,0.091,Primate
ACADVL,b_neut,b_free,39,0.585009,0.584,Great Ape
ACADVL,b_neut,b_free,35,0.07267,0.133,Haplorhine
ACAN,b_neut,b_free,12,0.025354,0.537,Human
ACAN,b_neut,b_free,41,0.267355,0.49,Homo-Pan
ACAN,b_neut,b_free,34,0.008169,0.369,Primate
ACAN,b_neut,b_free,39,0.551303,1.222,Great Ape
ACAN,b_neut,b_free,35,0.972389,1.022,Haplorhine
ACAP1,b_neut,b_free,12,0.352699,0.384,Human
ACAP1,b_neut,b_free,41,0.995778,0.546,Homo-Pan
ACAP1,b_neut,b_free,34,0.799782,0.48,Primate
ACAP1,b_neut,b_free,39,0.108152,0,Great Ape
ACAP1,b_neut,b_free,35,0.014683,0,Haplorhine
ACAP2,b_neut,b_free,12,0.000492,0,Human
ACAP2,b_neut,b_free,41,0.948734,0,Homo-Pan
ACAP2,b_neut,b_free,34,0.009871,0,Primate
ACAP2,b_neut,b_free,39,0.006583,0,Great Ape
ACAP2,b_neut,b_free,35,0.05195,0,Haplorhine
ACAP3,b_neut,b_free,12,0.00206,0.085,Human
ACAP3,b_neut,b_free,41,0.082811,0,Homo-Pan
ACAP3,b_neut,b_free,34,0.001846,0.042,Primate
ACAP3,b_neut,b_free,39,0.014022,0.07,Great Ape
ACAP3,b_neut,b_free,35,0.06373,0.036,Haplorhine
ACAT1,b_neut,b_free,12,0.100109,0,Human
ACAT1,b_neut,b_free,41,0.995348,0.571,Homo-Pan
ACAT1,b_neut,b_free,34,0.388332,0.358,Primate
ACAT1,b_neut,b_free,39,0.444083,999,Great Ape
ACAT1,b_neut,b_free,35,0.397685,0,Haplorhine
ACAT2,b_neut,b_free,12,0.076583,0.155,Human
ACAT2,b_neut,b_free,41,0.363343,0.388,Homo-Pan
ACAT2,b_neut,b_free,34,1.9e-05,0.047,Primate
ACAT2,b_neut,b_free,39,0.152869,999,Great Ape
ACAT2,b_neut,b_free,35,0.880172,1.945,Haplorhine
ACBD3,b_neut,b_free,11,0.028345,0,Human
ACBD3,b_neut,b_free,39,0.194922,0.215,Homo-Pan
ACBD3,b_neut,b_free,32,0.005989,0.07,Primate
ACBD3,b_neut,b_free,37,0.250456,0,Great Ape
ACBD3,b_neut,b_free,33,0.352599,0.15,Haplorhine
ACBD4,b_neut,b_free,12,0.997477,0.566,Human
ACBD4,b_neut,b_free,41,0.457523,999,Homo-Pan
ACBD4,b_neut,b_free,34,0.035128,0,Primate
ACBD4,b_neut,b_free,39,0.100459,0,Great Ape
ACBD4,b_neut,b_free,35,0.077052,0.082,Haplorhine
ACBD5,b_neut,b_free,12,0.007149,0,Human
ACBD5,b_neut,b_free,41,0.287584,999,Homo-Pan
ACBD5,b_neut,b_free,34,0.279628,999,Primate
ACBD5,b_neut,b_free,39,0.166478,0,Great Ape
ACBD5,b_neut,b_free,35,0.042776,0.095,Haplorhine
ACBD6,b_neut,b_free,12,0.025648,0,Human
ACBD6,b_neut,b_free,41,0.998872,0.57,Homo-Pan
ACBD6,b_neut,b_free,34,0.425621,0.309,Primate
ACBD6,b_neut,b_free,39,0.998872,0.573,Great Ape
ACBD6,b_neut,b_free,35,0.028286,0.147,Haplorhine
ACBD7,b_neut,b_free,12,0.449537,999,Human
ACBD7,b_neut,b_free,40,0.01056,0,Homo-Pan
ACBD7,b_neut,b_free,33,0.213777,0.298,Primate
ACBD7,b_neut,b_free,38,0.994472,0,Great Ape
ACBD7,b_neut,b_free,34,1,3.274,Haplorhine
ACCS,b_neut,b_free,12,0.073913,0.28,Human
ACCS,b_neut,b_free,41,1,0.592,Homo-Pan
ACCS,b_neut,b_free,34,0.458741,2.052,Primate
ACCS,b_neut,b_free,39,0.003765,0.066,Great Ape
ACCS,b_neut,b_free,35,0.032895,0.143,Haplorhine
ACCSL,b_neut,b_free,12,0.874791,0.873,Human
ACCSL,b_neut,b_free,41,0.117771,0,Homo-Pan
ACCSL,b_neut,b_free,34,0.67753,999,Primate
ACCSL,b_neut,b_free,39,0.514816,0.338,Great Ape
ACCSL,b_neut,b_free,35,0.464683,0.595,Haplorhine
ACD,b_neut,b_free,12,0.796655,0.797,Human
ACD,b_neut,b_free,41,0.487983,0.496,Homo-Pan
ACD,b_neut,b_free,34,0.932962,1.121,Primate
ACD,b_neut,b_free,39,0.272829,999,Great Ape
ACD,b_neut,b_free,35,0.928173,0.868,Haplorhine
ACE,b_neut,b_free,12,2.4e-05,0.097,Human
ACE,b_neut,b_free,41,0.001077,0.043,Homo-Pan
ACE,b_neut,b_free,34,0.034465,0.168,Primate
ACE,b_neut,b_free,39,0.810201,64.007,Great Ape
ACE,b_neut,b_free,35,0.592501,0.411,Haplorhine
ACE2,b_neut,b_free,12,0.220116,0.359,Human
ACE2,b_neut,b_free,41,0.471547,999,Homo-Pan
ACE2,b_neut,b_free,34,0.041682,0.228,Primate
ACE2,b_neut,b_free,39,0.474843,0.344,Great Ape
ACE2,b_neut,b_free,35,0.355762,2.53,Haplorhine
ACER1,b_neut,b_free,12,0.001567,0,Human
ACER1,b_neut,b_free,41,1,0.564,Homo-Pan
ACER1,b_neut,b_free,34,0.07306,0.096,Primate
ACER1,b_neut,b_free,39,0.9771,0,Great Ape
ACER1,b_neut,b_free,35,0.191715,0.036,Haplorhine
ACER2,b_neut,b_free,12,0.968921,0,Human
ACER2,b_neut,b_free,41,0.146639,0,Homo-Pan
ACER2,b_neut,b_free,34,1,2.567,Primate
ACER2,b_neut,b_free,39,0.18936,999,Great Ape
ACER2,b_neut,b_free,35,0.737235,0.486,Haplorhine
ACER3,b_neut,b_free,12,0.535479,0.41,Human
ACER3,b_neut,b_free,41,0.998046,0.817,Homo-Pan
ACER3,b_neut,b_free,34,0.008879,0.064,Primate
ACER3,b_neut,b_free,39,0.991632,0,Great Ape
ACER3,b_neut,b_free,35,1,7.001,Haplorhine
ACHE,b_neut,b_free,12,0.017771,0,Human
ACHE,b_neut,b_free,41,0.078097,0,Homo-Pan
ACHE,b_neut,b_free,34,0.021033,0.131,Primate
ACHE,b_neut,b_free,39,0.002968,0,Great Ape
ACHE,b_neut,b_free,35,0.026637,0.056,Haplorhine
ACIN1,b_neut,b_free,12,0.7321,1.54,Human
ACIN1,b_neut,b_free,41,0.189068,0,Homo-Pan
ACIN1,b_neut,b_free,34,0.000162,0.12,Primate
ACIN1,b_neut,b_free,39,0.614429,0.442,Great Ape
ACIN1,b_neut,b_free,35,0.532447,0.482,Haplorhine
ACKR1,b_neut,b_free,12,1,0.945,Human
ACKR1,b_neut,b_free,41,0.403009,0.633,Homo-Pan
ACKR1,b_neut,b_free,34,0.193164,25.851,Primate
ACKR1,b_neut,b_free,39,0.135536,0.08,Great Ape
ACKR1,b_neut,b_free,35,0.527378,0.584,Haplorhine
ACKR2,b_neut,b_free,11,0.123411,0.246,Human
ACKR2,b_neut,b_free,40,0.112353,0,Homo-Pan
ACKR2,b_neut,b_free,33,0.477045,0.107,Primate
ACKR2,b_neut,b_free,38,0.49137,0.363,Great Ape
ACKR2,b_neut,b_free,34,0.003448,0.089,Haplorhine
ACKR3,b_neut,b_free,12,0.128441,0.102,Human
ACKR3,b_neut,b_free,41,0.039498,0,Homo-Pan
ACKR3,b_neut,b_free,34,0.609174,97.716,Primate
ACKR3,b_neut,b_free,39,0.008496,0,Great Ape
ACKR3,b_neut,b_free,35,0.015379,0.019,Haplorhine
ACKR4,b_neut,b_free,12,0.364401,0.397,Human
ACKR4,b_neut,b_free,41,0.995778,0.563,Homo-Pan
ACKR4,b_neut,b_free,34,0.050152,0.242,Primate
ACKR4,b_neut,b_free,39,0.979849,0,Great Ape
ACKR4,b_neut,b_free,35,0.935368,0.9,Haplorhine
ACLY,b_neut,b_free,12,4.8e-05,0,Human
ACLY,b_neut,b_free,41,0.099982,0,Homo-Pan
ACLY,b_neut,b_free,34,0.012204,0.056,Primate
ACLY,b_neut,b_free,39,0.0469,0,Great Ape
ACLY,b_neut,b_free,35,0.061414,0.03,Haplorhine
ACMSD,b_neut,b_free,12,0.108144,0.157,Human
ACMSD,b_neut,b_free,41,0.123025,0,Homo-Pan
ACMSD,b_neut,b_free,34,0.644032,999,Primate
ACMSD,b_neut,b_free,39,0.121622,0,Great Ape
ACMSD,b_neut,b_free,35,0.022437,0,Haplorhine
ACO1,b_neut,b_free,12,3.5e-05,0,Human
ACO1,b_neut,b_free,41,0.970174,0,Homo-Pan
ACO1,b_neut,b_free,34,0.360242,0.318,Primate
ACO1,b_neut,b_free,39,0.980263,0,Great Ape
ACO1,b_neut,b_free,35,1,29.949,Haplorhine
ACO2,b_neut,b_free,12,0.005642,0.069,Human
ACO2,b_neut,b_free,41,0.00055,0,Homo-Pan
ACO2,b_neut,b_free,34,0.028933,0,Primate
ACO2,b_neut,b_free,39,0.006401,0,Great Ape
ACO2,b_neut,b_free,35,0.003205,0.072,Haplorhine
ACOD1,b_neut,b_free,12,0.074582,999,Human
ACOD1,b_neut,b_free,41,0.998404,0.573,Homo-Pan
ACOD1,b_neut,b_free,34,0.001891,0.092,Primate
ACOD1,b_neut,b_free,39,0.27478,999,Great Ape
ACOD1,b_neut,b_free,35,0.274324,0.449,Haplorhine
ACOT11,b_neut,b_free,12,0.0554,0.243,Human
ACOT11,b_neut,b_free,41,0.905967,727.113,Homo-Pan
ACOT11,b_neut,b_free,34,0.014622,0.058,Primate
ACOT11,b_neut,b_free,39,0.856396,0.732,Great Ape
ACOT11,b_neut,b_free,35,3.6e-05,0.045,Haplorhine
ACOT12,b_neut,b_free,12,0.032386,0.17,Human
ACOT12,b_neut,b_free,41,0.026574,0,Homo-Pan
ACOT12,b_neut,b_free,34,0.158493,0.175,Primate
ACOT12,b_neut,b_free,39,0.001247,0,Great Ape
ACOT12,b_neut,b_free,35,0.718368,2.355,Haplorhine
ACOT13,b_neut,b_free,12,0.998872,0.868,Human
ACOT13,b_neut,b_free,41,1,1.071,Homo-Pan
ACOT13,b_neut,b_free,34,0.269121,0,Primate
ACOT13,b_neut,b_free,39,0.442786,999,Great Ape
ACOT13,b_neut,b_free,35,0.137194,0.079,Haplorhine
ACOT4,b_neut,b_free,12,0.011461,0,Human
ACOT4,b_neut,b_free,41,0.997743,0.617,Homo-Pan
ACOT4,b_neut,b_free,34,0.235891,0.379,Primate
ACOT4,b_neut,b_free,39,0.519541,0.537,Great Ape
ACOT4,b_neut,b_free,35,0.587412,999,Haplorhine
ACOT6,b_neut,b_free,12,0.832616,0.87,Human
ACOT6,b_neut,b_free,41,0.11452,0.153,Homo-Pan
ACOT6,b_neut,b_free,34,0.518084,0.628,Primate
ACOT6,b_neut,b_free,39,0.184498,0.195,Great Ape
ACOT6,b_neut,b_free,35,0.836764,1.245,Haplorhine
ACOT7,b_neut,b_free,12,0.01087,0,Human
ACOT7,b_neut,b_free,41,0.996432,0.564,Homo-Pan
ACOT7,b_neut,b_free,34,0.299351,0.295,Primate
ACOT7,b_neut,b_free,39,0.000721,0,Great Ape
ACOT7,b_neut,b_free,35,6e-06,0.033,Haplorhine
ACOT8,b_neut,b_free,12,0.459282,999,Human
ACOT8,b_neut,b_free,41,0.996615,0.568,Homo-Pan
ACOT8,b_neut,b_free,34,0.074421,0.19,Primate
ACOT8,b_neut,b_free,39,0.659275,999,Great Ape
ACOT8,b_neut,b_free,35,0.297974,0.297,Haplorhine
ACOT9,b_neut,b_free,12,0.000539,0,Human
ACOT9,b_neut,b_free,41,0.996258,0.559,Homo-Pan
ACOT9,b_neut,b_free,34,0.038713,0.195,Primate
ACOT9,b_neut,b_free,39,0.000868,0,Great Ape
ACOT9,b_neut,b_free,35,0.005729,0.071,Haplorhine
ACOX1,b_neut,b_free,12,0.004584,0.077,Human
ACOX1,b_neut,b_free,41,0.780043,0,Homo-Pan
ACOX1,b_neut,b_free,34,0.009683,0.085,Primate
ACOX1,b_neut,b_free,39,0.357005,0.269,Great Ape
ACOX1,b_neut,b_free,35,0.020638,0.197,Haplorhine
ACOX2,b_neut,b_free,12,0.009882,0.084,Human
ACOX2,b_neut,b_free,41,0.189577,0.179,Homo-Pan
ACOX2,b_neut,b_free,34,0.696943,0.753,Primate
ACOX2,b_neut,b_free,39,0.000623,0,Great Ape
ACOX2,b_neut,b_free,35,0.458174,3.693,Haplorhine
ACOX3,b_neut,b_free,12,0.004319,0.155,Human
ACOX3,b_neut,b_free,40,0.471147,786.593,Homo-Pan
ACOX3,b_neut,b_free,33,0.095458,0.32,Primate
ACOX3,b_neut,b_free,38,0.087155,0.274,Great Ape
ACOX3,b_neut,b_free,34,0.051043,0.243,Haplorhine
ACOXL,b_neut,b_free,12,0.397159,0.515,Human
ACOXL,b_neut,b_free,41,0.998404,0.564,Homo-Pan
ACOXL,b_neut,b_free,34,0.001743,0.144,Primate
ACOXL,b_neut,b_free,39,0.081872,0,Great Ape
ACOXL,b_neut,b_free,35,0.061996,0,Haplorhine
ACP1,b_neut,b_free,12,0.997015,0.175,Human
ACP1,b_neut,b_free,40,1,2.501,Homo-Pan
ACP1,b_neut,b_free,33,0.085207,0.26,Primate
ACP1,b_neut,b_free,38,0.101157,0,Great Ape
ACP1,b_neut,b_free,34,0.737212,999,Haplorhine
ACP2,b_neut,b_free,12,0.139602,0.174,Human
ACP2,b_neut,b_free,41,0.020145,0,Homo-Pan
ACP2,b_neut,b_free,34,0.123125,0.065,Primate
ACP2,b_neut,b_free,39,0.986745,0,Great Ape
ACP2,b_neut,b_free,35,0.546374,0.401,Haplorhine
ACP4,b_neut,b_free,12,0.243575,0,Human
ACP4,b_neut,b_free,41,0.747375,0.646,Homo-Pan
ACP4,b_neut,b_free,34,0.911992,0.607,Primate
ACP4,b_neut,b_free,39,0.565364,999,Great Ape
ACP4,b_neut,b_free,35,0.507265,0.072,Haplorhine
ACP5,b_neut,b_free,12,0.420157,0.466,Human
ACP5,b_neut,b_free,41,0.977891,0,Homo-Pan
ACP5,b_neut,b_free,34,0.702838,0.061,Primate
ACP5,b_neut,b_free,39,0.140834,0,Great Ape
ACP5,b_neut,b_free,35,0.179496,0.061,Haplorhine
ACP6,b_neut,b_free,12,0.837395,0.774,Human
ACP6,b_neut,b_free,41,0.029505,0,Homo-Pan
ACP6,b_neut,b_free,34,0.135173,0.171,Primate
ACP6,b_neut,b_free,39,0.394691,999,Great Ape
ACP6,b_neut,b_free,35,0.130026,0.304,Haplorhine
ACP7,b_neut,b_free,12,0.098145,0.141,Human
ACP7,b_neut,b_free,41,0.11562,0,Homo-Pan
ACP7,b_neut,b_free,34,0.267577,0.098,Primate
ACP7,b_neut,b_free,39,0.498376,999,Great Ape
ACP7,b_neut,b_free,35,0.043439,0.227,Haplorhine
ACR,b_neut,b_free,12,0.324857,0.465,Human
ACR,b_neut,b_free,41,0.164721,0,Homo-Pan
ACR,b_neut,b_free,34,0.109471,0.229,Primate
ACR,b_neut,b_free,39,0.452915,12.196,Great Ape
ACR,b_neut,b_free,35,0.610318,0.456,Haplorhine
ACRBP,b_neut,b_free,12,0.009401,0.169,Human
ACRBP,b_neut,b_free,41,0.284165,999,Homo-Pan
ACRBP,b_neut,b_free,34,0.039788,0.32,Primate
ACRBP,b_neut,b_free,39,0.003651,0,Great Ape
ACRBP,b_neut,b_free,35,0.958223,1.234,Haplorhine
ACRV1,b_neut,b_free,12,1,0.871,Human
ACRV1,b_neut,b_free,41,0.02922,0,Homo-Pan
ACRV1,b_neut,b_free,34,0.730194,0.781,Primate
ACRV1,b_neut,b_free,39,0.997236,0.51,Great Ape
ACRV1,b_neut,b_free,35,0.215168,0.314,Haplorhine
ACSBG1,b_neut,b_free,12,0.375088,0.416,Human
ACSBG1,b_neut,b_free,41,0.002802,0.15,Homo-Pan
ACSBG1,b_neut,b_free,34,0.75853,0.593,Primate
ACSBG1,b_neut,b_free,39,0.034198,0.082,Great Ape
ACSBG1,b_neut,b_free,35,0.200036,0.156,Haplorhine
ACSBG2,b_neut,b_free,12,0.243448,0.442,Human
ACSBG2,b_neut,b_free,41,0.008107,0.163,Homo-Pan
ACSBG2,b_neut,b_free,34,0.043333,0.301,Primate
ACSBG2,b_neut,b_free,39,0.005904,0.07,Great Ape
ACSBG2,b_neut,b_free,35,0.348273,503.847,Haplorhine
ACSF2,b_neut,b_free,12,0.713153,1.473,Human
ACSF2,b_neut,b_free,41,0.094765,0,Homo-Pan
ACSF2,b_neut,b_free,34,0.003905,0.172,Primate
ACSF2,b_neut,b_free,39,0.145686,999,Great Ape
ACSF2,b_neut,b_free,35,0.003343,0.065,Haplorhine
ACSF3,b_neut,b_free,29,0.094449,0.2,Primate
ACSF3,b_neut,b_free,11,0.093955,0.345,Human
ACSF3,b_neut,b_free,36,0.057848,0,Homo-Pan
ACSF3,b_neut,b_free,34,0.1216,0.274,Great Ape
ACSF3,b_neut,b_free,30,0.036297,0.262,Haplorhine
ACSL1,b_neut,b_free,12,0.018667,0.159,Human
ACSL1,b_neut,b_free,41,0.99563,0.564,Homo-Pan
ACSL1,b_neut,b_free,34,7e-06,0.105,Primate
ACSL1,b_neut,b_free,39,0.504784,0.514,Great Ape
ACSL1,b_neut,b_free,35,0.004708,0.113,Haplorhine
ACSL3,b_neut,b_free,12,0.00097,0,Human
ACSL3,b_neut,b_free,41,0.00097,0,Homo-Pan
ACSL3,b_neut,b_free,34,0.358883,0.301,Primate
ACSL3,b_neut,b_free,39,0.00951,0.076,Great Ape
ACSL3,b_neut,b_free,35,0.221312,0,Haplorhine
ACSL4,b_neut,b_free,12,0.186112,0.176,Human
ACSL4,b_neut,b_free,41,0.476751,0.353,Homo-Pan
ACSL4,b_neut,b_free,34,0.028148,0.051,Primate
ACSL4,b_neut,b_free,39,0.224382,0.249,Great Ape
ACSL4,b_neut,b_free,35,0.235749,0.365,Haplorhine
ACSL5,b_neut,b_free,12,0.485419,0.605,Human
ACSL5,b_neut,b_free,41,0.015413,0.083,Homo-Pan
ACSL5,b_neut,b_free,34,0.763761,0.778,Primate
ACSL5,b_neut,b_free,39,0.701438,0.737,Great Ape
ACSL5,b_neut,b_free,35,0.233947,0.037,Haplorhine
ACSL6,b_neut,b_free,12,0.108784,0.154,Human
ACSL6,b_neut,b_free,41,0.994707,0.074,Homo-Pan
ACSL6,b_neut,b_free,34,0.004261,0.147,Primate
ACSL6,b_neut,b_free,39,0.183157,0,Great Ape
ACSL6,b_neut,b_free,35,1,3.92,Haplorhine
ACSM1,b_neut,b_free,8,0.096453,0.339,Human
ACSM1,b_neut,b_free,35,0.354862,999,Homo-Pan
