gene,null_model,alt_model,species,p,branch
ACKR4,bsA1,bsA,39,0.994472,Great Ape
ACKR4,bsA1,bsA,35,1,Haplorhine
ACLY,bsA1,bsA,41,0.994472,Homo-Pan
ACLY,bsA1,bsA,34,0.994029,Primate
ACLY,bsA1,bsA,39,0.99382,Great Ape
ACLY,bsA1,bsA,35,1,Haplorhine
ACMSD,bsA1,bsA,41,1,Homo-Pan
ACMSD,bsA1,bsA,34,0.998404,Primate
ACMSD,bsA1,bsA,39,0.566384,Great Ape
ACMSD,bsA1,bsA,35,1,Haplorhine
ACO1,bsA1,bsA,41,0.987486,Homo-Pan
ACO1,bsA1,bsA,34,1,Primate
ACO1,bsA1,bsA,39,1,Great Ape
ACO1,bsA1,bsA,35,0.905799,Haplorhine
ACO2,bsA1,bsA,41,1,Homo-Pan
ACO2,bsA1,bsA,34,1,Primate
ACO2,bsA1,bsA,39,1,Great Ape
ACO2,bsA1,bsA,35,1,Haplorhine
ACOD1,bsA1,bsA,41,1,Homo-Pan
ACOD1,bsA1,bsA,34,0.030189,Primate
ACOD1,bsA1,bsA,39,1,Great Ape
ACOD1,bsA1,bsA,35,1,Haplorhine
ACOT11,bsA1,bsA,41,1,Homo-Pan
ACOT11,bsA1,bsA,34,0.998872,Primate
ACOT11,bsA1,bsA,39,0.790967,Great Ape
ACOT11,bsA1,bsA,35,1,Haplorhine
ACOT12,bsA1,bsA,41,1,Homo-Pan
ACOT12,bsA1,bsA,34,1,Primate
ACOT12,bsA1,bsA,39,1,Great Ape
ACOT12,bsA1,bsA,35,0.901488,Haplorhine
ACOT13,bsA1,bsA,41,1,Homo-Pan
ACOT13,bsA1,bsA,34,1,Primate
ACOT13,bsA1,bsA,39,1,Great Ape
ACOT13,bsA1,bsA,35,1,Haplorhine
ACOT4,bsA1,bsA,41,1,Homo-Pan
ACOT4,bsA1,bsA,34,1,Primate
ACOT4,bsA1,bsA,39,1,Great Ape
ACOT4,bsA1,bsA,35,1,Haplorhine
ACOT6,bsA1,bsA,41,1,Homo-Pan
ACOT6,bsA1,bsA,34,1,Primate
ACOT6,bsA1,bsA,39,1,Great Ape
ACOT6,bsA1,bsA,35,1,Haplorhine
ACOT7,bsA1,bsA,41,1,Homo-Pan
ACOT7,bsA1,bsA,34,1,Primate
ACOT7,bsA1,bsA,39,1,Great Ape
ACOT7,bsA1,bsA,35,1,Haplorhine
ACOT8,bsA1,bsA,41,1,Homo-Pan
ACOT8,bsA1,bsA,34,1,Primate
ACOT8,bsA1,bsA,39,0.992687,Great Ape
ACOT8,bsA1,bsA,35,1,Haplorhine
ACOT9,bsA1,bsA,41,1,Homo-Pan
ACOT9,bsA1,bsA,34,1,Primate
ACOT9,bsA1,bsA,39,1,Great Ape
ACOT9,bsA1,bsA,35,1,Haplorhine
ACOX1,bsA1,bsA,41,1,Homo-Pan
ACOX1,bsA1,bsA,34,0.99056,Primate
ACOX1,bsA1,bsA,39,1,Great Ape
ACOX1,bsA1,bsA,35,0.996091,Haplorhine
ACOX2,bsA1,bsA,41,0.997743,Homo-Pan
ACOX2,bsA1,bsA,34,1,Primate
ACOX2,bsA1,bsA,39,1,Great Ape
ACOX2,bsA1,bsA,35,0.140438,Haplorhine
ACOX3,bsA1,bsA,40,0.990426,Homo-Pan
ACOX3,bsA1,bsA,33,1,Primate
ACOX3,bsA1,bsA,38,1,Great Ape
ACOX3,bsA1,bsA,34,1,Haplorhine
ACOXL,bsA1,bsA,41,1,Homo-Pan
ACOXL,bsA1,bsA,34,0.998872,Primate
ACOXL,bsA1,bsA,39,0.998872,Great Ape
ACOXL,bsA1,bsA,35,1,Haplorhine
ACP1,bsA1,bsA,40,1,Homo-Pan
ACP1,bsA1,bsA,33,0.074307,Primate
ACP1,bsA1,bsA,38,1,Great Ape
ACP1,bsA1,bsA,34,0.789979,Haplorhine
ACP2,bsA1,bsA,41,1,Homo-Pan
ACP2,bsA1,bsA,34,1,Primate
ACP2,bsA1,bsA,39,1,Great Ape
ACP2,bsA1,bsA,35,1,Haplorhine
ACP4,bsA1,bsA,41,0.00648,Homo-Pan
ACP4,bsA1,bsA,34,1,Primate
ACP4,bsA1,bsA,39,1,Great Ape
ACP4,bsA1,bsA,35,0.995348,Haplorhine
ACP5,bsA1,bsA,41,0.997477,Homo-Pan
ACP5,bsA1,bsA,34,1,Primate
ACP5,bsA1,bsA,39,1,Great Ape
ACP5,bsA1,bsA,35,1,Haplorhine
ACP6,bsA1,bsA,41,1,Homo-Pan
ACP6,bsA1,bsA,34,1,Primate
ACP6,bsA1,bsA,39,0.424244,Great Ape
ACP6,bsA1,bsA,35,1,Haplorhine
ACP7,bsA1,bsA,41,1,Homo-Pan
ACP7,bsA1,bsA,34,0.404943,Primate
ACP7,bsA1,bsA,39,0.509665,Great Ape
ACP7,bsA1,bsA,35,0.998872,Haplorhine
ACR,bsA1,bsA,41,1,Homo-Pan
ACR,bsA1,bsA,34,0.998872,Primate
ACR,bsA1,bsA,39,0.609962,Great Ape
ACR,bsA1,bsA,35,1,Haplorhine
ACRBP,bsA1,bsA,41,0.291237,Homo-Pan
ACRBP,bsA1,bsA,34,1,Primate
ACRBP,bsA1,bsA,39,1,Great Ape
ACRBP,bsA1,bsA,35,0.926242,Haplorhine
ACRV1,bsA1,bsA,41,1,Homo-Pan
ACRV1,bsA1,bsA,34,1,Primate
ACRV1,bsA1,bsA,39,1,Great Ape
ACRV1,bsA1,bsA,35,0.755545,Haplorhine
ACSBG1,bsA1,bsA,41,0.998872,Homo-Pan
ACSBG1,bsA1,bsA,34,0.871559,Primate
ACSBG1,bsA1,bsA,39,0.998046,Great Ape
ACSBG1,bsA1,bsA,35,0.998404,Haplorhine
ACSBG2,bsA1,bsA,41,1,Homo-Pan
ACSBG2,bsA1,bsA,34,0.998872,Primate
ACSBG2,bsA1,bsA,39,1,Great Ape
ACSBG2,bsA1,bsA,35,0.681284,Haplorhine
ACSF2,bsA1,bsA,41,1,Homo-Pan
ACSF2,bsA1,bsA,34,1,Primate
ACSF2,bsA1,bsA,39,0.369478,Great Ape
ACSF2,bsA1,bsA,35,0.998872,Haplorhine
ACSF3,bsA1,bsA,29,1,Primate
ACSF3,bsA1,bsA,36,1,Homo-Pan
ACSF3,bsA1,bsA,34,1,Great Ape
ACSF3,bsA1,bsA,30,1,Haplorhine
ACSL1,bsA1,bsA,41,1,Homo-Pan
ACSL1,bsA1,bsA,34,1,Primate
ACSL1,bsA1,bsA,39,1,Great Ape
ACSL1,bsA1,bsA,35,1,Haplorhine
ACSL3,bsA1,bsA,41,0.997236,Homo-Pan
ACSL3,bsA1,bsA,34,1,Primate
ACSL3,bsA1,bsA,39,1,Great Ape
ACSL3,bsA1,bsA,35,1,Haplorhine
ACSL4,bsA1,bsA,41,0.524687,Homo-Pan
ACSL4,bsA1,bsA,34,1,Primate
ACSL4,bsA1,bsA,39,0.884681,Great Ape
ACSL4,bsA1,bsA,35,0.805503,Haplorhine
ACSL5,bsA1,bsA,41,1,Homo-Pan
ACSL5,bsA1,bsA,34,1,Primate
ACSL5,bsA1,bsA,39,1,Great Ape
ACSL5,bsA1,bsA,35,1,Haplorhine
ACSL6,bsA1,bsA,41,1,Homo-Pan
ACSL6,bsA1,bsA,34,1,Primate
ACSL6,bsA1,bsA,39,0.998404,Great Ape
ACSL6,bsA1,bsA,35,0.998404,Haplorhine
ACSM1,bsA1,bsA,35,1,Homo-Pan
ACSM1,bsA1,bsA,28,0.323124,Primate
ACSM1,bsA1,bsA,33,1,Great Ape
ACSM1,bsA1,bsA,29,1,Haplorhine
ACSM3,bsA1,bsA,41,1,Homo-Pan
ACSM3,bsA1,bsA,34,1,Primate
ACSM3,bsA1,bsA,39,1,Great Ape
ACSM3,bsA1,bsA,35,1,Haplorhine
ACSM4,bsA1,bsA,40,1,Homo-Pan
ACSM4,bsA1,bsA,33,1,Primate
ACSM4,bsA1,bsA,38,0.429836,Great Ape
ACSM4,bsA1,bsA,34,1,Haplorhine
ACSM5,bsA1,bsA,41,1,Homo-Pan
ACSM5,bsA1,bsA,34,1,Primate
ACSM5,bsA1,bsA,39,1,Great Ape
ACSM5,bsA1,bsA,35,1,Haplorhine
ACSS1,bsA1,bsA,41,1,Homo-Pan
ACSS1,bsA1,bsA,34,0.994707,Primate
ACSS1,bsA1,bsA,39,0.990903,Great Ape
ACSS1,bsA1,bsA,35,0.998872,Haplorhine
ACSS2,bsA1,bsA,41,1,Homo-Pan
ACSS2,bsA1,bsA,34,1,Primate
ACSS2,bsA1,bsA,39,0.997743,Great Ape
ACSS2,bsA1,bsA,35,1,Haplorhine
ACSS3,bsA1,bsA,41,1,Homo-Pan
ACSS3,bsA1,bsA,34,1,Primate
ACSS3,bsA1,bsA,39,1,Great Ape
ACSS3,bsA1,bsA,35,1,Haplorhine
ACTA1,bsA1,bsA,43,1,Homo-Pan
ACTA1,bsA1,bsA,41,1,Great Ape
ACTA2,bsA1,bsA,41,0.992101,Homo-Pan
ACTA2,bsA1,bsA,34,1,Primate
ACTA2,bsA1,bsA,39,0.987385,Great Ape
ACTA2,bsA1,bsA,35,0.992021,Haplorhine
ACTB,bsA1,bsA,41,0.906924,Homo-Pan
ACTB,bsA1,bsA,34,0.943933,Primate
ACTB,bsA1,bsA,39,1,Great Ape
ACTB,bsA1,bsA,35,1,Haplorhine
ACTBL2,bsA1,bsA,40,1,Homo-Pan
ACTBL2,bsA1,bsA,33,1,Primate
ACTBL2,bsA1,bsA,38,1,Great Ape
ACTBL2,bsA1,bsA,34,1,Haplorhine
ACTC1,bsA1,bsA,41,1,Homo-Pan
ACTC1,bsA1,bsA,34,1,Primate
ACTC1,bsA1,bsA,39,1,Great Ape
ACTC1,bsA1,bsA,35,1,Haplorhine
ACTG1,bsA1,bsA,38,1,Homo-Pan
ACTG1,bsA1,bsA,31,1,Primate
ACTG1,bsA1,bsA,36,1,Great Ape
ACTG1,bsA1,bsA,32,1,Haplorhine
ACTG2,bsA1,bsA,41,1,Homo-Pan
ACTG2,bsA1,bsA,34,0.998872,Primate
ACTG2,bsA1,bsA,39,0.98972,Great Ape
ACTG2,bsA1,bsA,35,1,Haplorhine
ACTL10,bsA1,bsA,41,1,Homo-Pan
ACTL10,bsA1,bsA,34,0.976496,Primate
ACTL10,bsA1,bsA,39,1,Great Ape
ACTL10,bsA1,bsA,35,1,Haplorhine
ACTL6A,bsA1,bsA,41,1,Homo-Pan
ACTL6A,bsA1,bsA,34,1,Primate
ACTL6A,bsA1,bsA,39,1,Great Ape
ACTL6A,bsA1,bsA,35,1,Haplorhine
ACTL6B,bsA1,bsA,41,1,Homo-Pan
ACTL6B,bsA1,bsA,34,1,Primate
ACTL6B,bsA1,bsA,39,1,Great Ape
ACTL6B,bsA1,bsA,35,1,Haplorhine
ACTL7A,bsA1,bsA,41,1,Homo-Pan
ACTL7A,bsA1,bsA,34,0.998872,Primate
ACTL7A,bsA1,bsA,39,1,Great Ape
ACTL7A,bsA1,bsA,35,0.804785,Haplorhine
ACTL7B,bsA1,bsA,41,1,Homo-Pan
ACTL7B,bsA1,bsA,34,1,Primate
ACTL7B,bsA1,bsA,39,1,Great Ape
ACTL7B,bsA1,bsA,35,0.070271,Haplorhine
ACTL8,bsA1,bsA,41,1,Homo-Pan
ACTL8,bsA1,bsA,34,0.987743,Primate
ACTL8,bsA1,bsA,39,1,Great Ape
ACTL8,bsA1,bsA,35,0.627649,Haplorhine
ACTL9,bsA1,bsA,40,0.605591,Homo-Pan
ACTL9,bsA1,bsA,33,1,Primate
ACTL9,bsA1,bsA,38,1,Great Ape
ACTL9,bsA1,bsA,34,0.998872,Haplorhine
ACTN1,bsA1,bsA,41,1,Homo-Pan
ACTN1,bsA1,bsA,34,0.998404,Primate
ACTN1,bsA1,bsA,39,1,Great Ape
ACTN1,bsA1,bsA,35,1,Haplorhine
ACTN2,bsA1,bsA,41,1,Homo-Pan
ACTN2,bsA1,bsA,34,1,Primate
ACTN2,bsA1,bsA,39,0.992515,Great Ape
ACTN2,bsA1,bsA,35,1,Haplorhine
ACTN3,bsA1,bsA,41,1,Homo-Pan
ACTN3,bsA1,bsA,34,0.998872,Primate
ACTN3,bsA1,bsA,39,1,Great Ape
ACTN3,bsA1,bsA,35,0.996258,Haplorhine
ACTN4,bsA1,bsA,41,0.997236,Homo-Pan
ACTN4,bsA1,bsA,34,0.997236,Primate
ACTN4,bsA1,bsA,39,1,Great Ape
ACTN4,bsA1,bsA,35,0.998872,Haplorhine
ACTR10,bsA1,bsA,41,1,Homo-Pan
ACTR10,bsA1,bsA,34,1,Primate
ACTR10,bsA1,bsA,39,1,Great Ape
ACTR10,bsA1,bsA,35,1,Haplorhine
ACTR1A,bsA1,bsA,41,1,Homo-Pan
ACTR1A,bsA1,bsA,34,1,Primate
ACTR1A,bsA1,bsA,39,1,Great Ape
ACTR1A,bsA1,bsA,35,1,Haplorhine
ACTR1B,bsA1,bsA,40,1,Homo-Pan
ACTR1B,bsA1,bsA,33,1,Primate
ACTR1B,bsA1,bsA,38,1,Great Ape
ACTR1B,bsA1,bsA,34,1,Haplorhine
ACTR2,bsA1,bsA,41,1,Homo-Pan
ACTR2,bsA1,bsA,34,0.997743,Primate
ACTR2,bsA1,bsA,39,1,Great Ape
ACTR2,bsA1,bsA,35,0.998046,Haplorhine
ACTR3,bsA1,bsA,41,0.998872,Homo-Pan
ACTR3,bsA1,bsA,34,0.998404,Primate
ACTR3,bsA1,bsA,39,1,Great Ape
ACTR3,bsA1,bsA,35,1,Haplorhine
ACTR3B,bsA1,bsA,41,1,Homo-Pan
ACTR3B,bsA1,bsA,34,0.998872,Primate
ACTR3B,bsA1,bsA,39,1,Great Ape
ACTR3B,bsA1,bsA,35,1,Haplorhine
ACTR5,bsA1,bsA,41,1,Homo-Pan
ACTR5,bsA1,bsA,34,0.998872,Primate
ACTR5,bsA1,bsA,39,1,Great Ape
ACTR5,bsA1,bsA,35,0.998404,Haplorhine
ACTR6,bsA1,bsA,41,0.449256,Homo-Pan
ACTR6,bsA1,bsA,34,1,Primate
ACTR6,bsA1,bsA,39,1,Great Ape
ACTR6,bsA1,bsA,35,1,Haplorhine
ACTR8,bsA1,bsA,41,1,Homo-Pan
ACTR8,bsA1,bsA,34,1,Primate
ACTR8,bsA1,bsA,39,0.998404,Great Ape
ACTR8,bsA1,bsA,35,1,Haplorhine
ACTRT1,bsA1,bsA,37,0.998872,Homo-Pan
ACTRT1,bsA1,bsA,30,0.998872,Primate
ACTRT1,bsA1,bsA,35,0.698279,Great Ape
ACTRT1,bsA1,bsA,31,1,Haplorhine
ACTRT2,bsA1,bsA,41,1,Homo-Pan
ACTRT2,bsA1,bsA,34,1,Primate
ACTRT2,bsA1,bsA,39,0.998872,Great Ape
ACTRT2,bsA1,bsA,35,1,Haplorhine
ACTRT3,bsA1,bsA,41,1,Homo-Pan
ACTRT3,bsA1,bsA,34,1,Primate
ACTRT3,bsA1,bsA,39,1,Great Ape
ACTRT3,bsA1,bsA,35,1,Haplorhine
ACVR1,bsA1,bsA,41,1,Homo-Pan
ACVR1,bsA1,bsA,34,1,Primate
ACVR1,bsA1,bsA,39,1,Great Ape
ACVR1,bsA1,bsA,35,1,Haplorhine
ACVR1C,bsA1,bsA,41,0.998046,Homo-Pan
ACVR1C,bsA1,bsA,34,1,Primate
ACVR1C,bsA1,bsA,39,1,Great Ape
ACVR1C,bsA1,bsA,35,1,Haplorhine
ACVR2A,bsA1,bsA,41,1,Homo-Pan
ACVR2A,bsA1,bsA,34,0.37372,Primate
ACVR2A,bsA1,bsA,39,1,Great Ape
ACVR2A,bsA1,bsA,35,1,Haplorhine
ACVR2B,bsA1,bsA,41,1,Homo-Pan
ACVR2B,bsA1,bsA,34,1,Primate
ACVR2B,bsA1,bsA,39,0.948995,Great Ape
ACVR2B,bsA1,bsA,35,0.950128,Haplorhine
ACVRL1,bsA1,bsA,41,0.974422,Homo-Pan
ACVRL1,bsA1,bsA,34,0.978923,Primate
ACVRL1,bsA1,bsA,39,0.992021,Great Ape
ACVRL1,bsA1,bsA,35,1,Haplorhine
ACY1,bsA1,bsA,41,1,Homo-Pan
ACY1,bsA1,bsA,34,1,Primate
ACY1,bsA1,bsA,39,1,Great Ape
ACY1,bsA1,bsA,35,0.99563,Haplorhine
ACY3,bsA1,bsA,41,1,Homo-Pan
ACY3,bsA1,bsA,34,1,Primate
ACY3,bsA1,bsA,39,1,Great Ape
ACY3,bsA1,bsA,35,1,Haplorhine
ACYP1,bsA1,bsA,41,1,Homo-Pan
ACYP1,bsA1,bsA,34,1,Primate
ACYP1,bsA1,bsA,39,1,Great Ape
ACYP1,bsA1,bsA,35,1,Haplorhine
ACYP2,bsA1,bsA,41,1,Homo-Pan
ACYP2,bsA1,bsA,34,1,Primate
ACYP2,bsA1,bsA,39,1,Great Ape
ACYP2,bsA1,bsA,35,1,Haplorhine
ADA,bsA1,bsA,41,1,Homo-Pan
ADA,bsA1,bsA,34,1,Primate
ADA,bsA1,bsA,39,1,Great Ape
ADA,bsA1,bsA,35,1,Haplorhine
ADA2,bsA1,bsA,39,1,Homo-Pan
ADA2,bsA1,bsA,32,0.003134,Primate
ADA2,bsA1,bsA,37,0.568948,Great Ape
ADA2,bsA1,bsA,33,0.998872,Haplorhine
ADAD1,bsA1,bsA,41,1,Homo-Pan
ADAD1,bsA1,bsA,34,0.998404,Primate
ADAD1,bsA1,bsA,39,0.986089,Great Ape
ADAD1,bsA1,bsA,35,0.015952,Haplorhine
ADAD2,bsA1,bsA,41,0.998872,Homo-Pan
ADAD2,bsA1,bsA,34,1,Primate
ADAD2,bsA1,bsA,39,1,Great Ape
ADAD2,bsA1,bsA,35,1,Haplorhine
ADAL,bsA1,bsA,41,1,Homo-Pan
ADAL,bsA1,bsA,34,0.962777,Primate
ADAL,bsA1,bsA,39,0.990833,Great Ape
ADAL,bsA1,bsA,35,0.994246,Haplorhine
ADAM10,bsA1,bsA,41,1,Homo-Pan
ADAM10,bsA1,bsA,34,0.998404,Primate
ADAM10,bsA1,bsA,39,1,Great Ape
ADAM10,bsA1,bsA,35,0.996808,Haplorhine
ADAM11,bsA1,bsA,41,0.997743,Homo-Pan
ADAM11,bsA1,bsA,34,0.998872,Primate
ADAM11,bsA1,bsA,39,0.998872,Great Ape
ADAM11,bsA1,bsA,35,1,Haplorhine
ADAM12,bsA1,bsA,41,0.582521,Homo-Pan
ADAM12,bsA1,bsA,34,0.296117,Primate
ADAM12,bsA1,bsA,39,1,Great Ape
ADAM12,bsA1,bsA,35,0.014656,Haplorhine
ADAM15,bsA1,bsA,41,0.997743,Homo-Pan
ADAM15,bsA1,bsA,34,1,Primate
ADAM15,bsA1,bsA,39,1,Great Ape
ADAM15,bsA1,bsA,35,0.998046,Haplorhine
ADAM17,bsA1,bsA,41,1,Homo-Pan
ADAM17,bsA1,bsA,34,1,Primate
ADAM17,bsA1,bsA,39,0.998872,Great Ape
ADAM17,bsA1,bsA,35,1,Haplorhine
ADAM18,bsA1,bsA,31,0.988493,Primate
ADAM18,bsA1,bsA,38,1,Homo-Pan
ADAM18,bsA1,bsA,36,0.954959,Great Ape
ADAM18,bsA1,bsA,32,1,Haplorhine
ADAM19,bsA1,bsA,41,1,Homo-Pan
ADAM19,bsA1,bsA,34,0.979912,Primate
ADAM19,bsA1,bsA,39,0.980523,Great Ape
ADAM19,bsA1,bsA,35,0.997477,Haplorhine
ADAM2,bsA1,bsA,30,0.997743,Primate
ADAM2,bsA1,bsA,37,0.433194,Homo-Pan
ADAM2,bsA1,bsA,35,1,Great Ape
ADAM2,bsA1,bsA,31,0.865293,Haplorhine
ADAM20,bsA1,bsA,41,1,Homo-Pan
ADAM20,bsA1,bsA,34,0.062224,Primate
ADAM20,bsA1,bsA,39,0.998872,Great Ape
ADAM20,bsA1,bsA,35,1,Haplorhine
ADAM21,bsA1,bsA,48,1,Homo-Pan
ADAM21,bsA1,bsA,32,1,Primate
ADAM21,bsA1,bsA,46,1,Great Ape
ADAM21,bsA1,bsA,33,1,Haplorhine
ADAM22,bsA1,bsA,41,1,Homo-Pan
ADAM22,bsA1,bsA,34,1,Primate
ADAM22,bsA1,bsA,39,1,Great Ape
ADAM22,bsA1,bsA,35,0.996432,Haplorhine
ADAM23,bsA1,bsA,41,0.996432,Homo-Pan
ADAM23,bsA1,bsA,34,0.997477,Primate
ADAM23,bsA1,bsA,39,1,Great Ape
ADAM23,bsA1,bsA,35,1,Haplorhine
ADAM28,bsA1,bsA,41,0.998872,Homo-Pan
ADAM28,bsA1,bsA,34,1,Primate
ADAM28,bsA1,bsA,39,0.991708,Great Ape
ADAM28,bsA1,bsA,35,1,Haplorhine
ADAM29,bsA1,bsA,39,1,Homo-Pan
ADAM29,bsA1,bsA,32,0.001074,Primate
ADAM29,bsA1,bsA,37,1,Great Ape
ADAM29,bsA1,bsA,33,0.612467,Haplorhine
ADAM30,bsA1,bsA,41,1,Homo-Pan
ADAM30,bsA1,bsA,34,0.187308,Primate
ADAM30,bsA1,bsA,39,1,Great Ape
ADAM30,bsA1,bsA,35,0.717581,Haplorhine
ADAM32,bsA1,bsA,32,1,Primate
ADAM32,bsA1,bsA,39,1,Homo-Pan
ADAM32,bsA1,bsA,37,1,Great Ape
ADAM32,bsA1,bsA,33,0.044601,Haplorhine
ADAM33,bsA1,bsA,41,1,Homo-Pan
ADAM33,bsA1,bsA,34,0.688781,Primate
ADAM33,bsA1,bsA,39,1,Great Ape
ADAM33,bsA1,bsA,35,0.998046,Haplorhine
ADAM7,bsA1,bsA,41,1,Homo-Pan
ADAM7,bsA1,bsA,34,0.834118,Primate
ADAM7,bsA1,bsA,39,1,Great Ape
ADAM7,bsA1,bsA,35,0.998046,Haplorhine
ADAM8,bsA1,bsA,40,1,Homo-Pan
ADAM8,bsA1,bsA,33,1,Primate
ADAM8,bsA1,bsA,38,1,Great Ape
ADAM8,bsA1,bsA,34,1,Haplorhine
ADAM9,bsA1,bsA,41,1,Homo-Pan
ADAM9,bsA1,bsA,34,0.997477,Primate
ADAM9,bsA1,bsA,39,1,Great Ape
ADAM9,bsA1,bsA,35,0.711036,Haplorhine
ADAMDEC1,bsA1,bsA,41,1,Homo-Pan
ADAMDEC1,bsA1,bsA,34,1,Primate
ADAMDEC1,bsA1,bsA,39,1,Great Ape
ADAMDEC1,bsA1,bsA,35,1,Haplorhine
ADAMTS1,bsA1,bsA,41,1,Homo-Pan
ADAMTS1,bsA1,bsA,34,1,Primate
ADAMTS1,bsA1,bsA,39,1,Great Ape
ADAMTS1,bsA1,bsA,35,0.132218,Haplorhine
ADAMTS10,bsA1,bsA,40,0.997236,Homo-Pan
ADAMTS10,bsA1,bsA,33,0.998046,Primate
ADAMTS10,bsA1,bsA,38,0.998872,Great Ape
ADAMTS10,bsA1,bsA,34,1,Haplorhine
ADAMTS12,bsA1,bsA,41,1,Homo-Pan
ADAMTS12,bsA1,bsA,34,1,Primate
ADAMTS12,bsA1,bsA,39,0.998872,Great Ape
ADAMTS12,bsA1,bsA,35,0.003135,Haplorhine
ADAMTS13,bsA1,bsA,41,1,Homo-Pan
ADAMTS13,bsA1,bsA,34,1,Primate
ADAMTS13,bsA1,bsA,39,0.997477,Great Ape
ADAMTS13,bsA1,bsA,35,1,Haplorhine
ADAMTS14,bsA1,bsA,41,0.991556,Homo-Pan
ADAMTS14,bsA1,bsA,34,0.998872,Primate
ADAMTS14,bsA1,bsA,39,1,Great Ape
ADAMTS14,bsA1,bsA,35,0.997477,Haplorhine
ADAMTS15,bsA1,bsA,41,0.998404,Homo-Pan
ADAMTS15,bsA1,bsA,34,1,Primate
ADAMTS15,bsA1,bsA,39,1,Great Ape
ADAMTS15,bsA1,bsA,35,1,Haplorhine
ADAMTS16,bsA1,bsA,41,1,Homo-Pan
ADAMTS16,bsA1,bsA,34,1,Primate
ADAMTS16,bsA1,bsA,39,1,Great Ape
ADAMTS16,bsA1,bsA,35,0.986043,Haplorhine
ADAMTS17,bsA1,bsA,41,1,Homo-Pan
ADAMTS17,bsA1,bsA,34,0.942041,Primate
ADAMTS17,bsA1,bsA,39,1,Great Ape
ADAMTS17,bsA1,bsA,35,1,Haplorhine
ADAMTS18,bsA1,bsA,41,1,Homo-Pan
ADAMTS18,bsA1,bsA,34,0.998404,Primate
ADAMTS18,bsA1,bsA,39,1,Great Ape
ADAMTS18,bsA1,bsA,35,0.001005,Haplorhine
ADAMTS19,bsA1,bsA,41,0.674331,Homo-Pan
ADAMTS19,bsA1,bsA,34,1,Primate
ADAMTS19,bsA1,bsA,39,0.991708,Great Ape
ADAMTS19,bsA1,bsA,35,1,Haplorhine
ADAMTS2,bsA1,bsA,41,1,Homo-Pan
ADAMTS2,bsA1,bsA,34,0.996258,Primate
ADAMTS2,bsA1,bsA,39,1,Great Ape
ADAMTS2,bsA1,bsA,35,1,Haplorhine
ADAMTS20,bsA1,bsA,41,0.995348,Homo-Pan
ADAMTS20,bsA1,bsA,34,1,Primate
ADAMTS20,bsA1,bsA,39,0.343121,Great Ape
ADAMTS20,bsA1,bsA,35,0.743537,Haplorhine
ADAMTS3,bsA1,bsA,41,0.99563,Homo-Pan
ADAMTS3,bsA1,bsA,34,0.973881,Primate
ADAMTS3,bsA1,bsA,39,1,Great Ape
ADAMTS3,bsA1,bsA,35,0.997477,Haplorhine
ADAMTS4,bsA1,bsA,41,1,Homo-Pan
ADAMTS4,bsA1,bsA,34,0.98216,Primate
ADAMTS4,bsA1,bsA,39,1,Great Ape
ADAMTS4,bsA1,bsA,35,0.998872,Haplorhine
ADAMTS5,bsA1,bsA,41,1,Homo-Pan
ADAMTS5,bsA1,bsA,34,0.998872,Primate
ADAMTS5,bsA1,bsA,39,1,Great Ape
ADAMTS5,bsA1,bsA,35,0.995487,Haplorhine
ADAMTS6,bsA1,bsA,41,1,Homo-Pan
ADAMTS6,bsA1,bsA,34,0.991556,Primate
ADAMTS6,bsA1,bsA,39,1,Great Ape
ADAMTS6,bsA1,bsA,35,1,Haplorhine
ADAMTS7,bsA1,bsA,40,1,Homo-Pan
ADAMTS7,bsA1,bsA,33,1,Primate
ADAMTS7,bsA1,bsA,38,1,Great Ape
ADAMTS7,bsA1,bsA,34,1,Haplorhine
ADAMTS8,bsA1,bsA,41,0.996432,Homo-Pan
ADAMTS8,bsA1,bsA,34,1,Primate
ADAMTS8,bsA1,bsA,39,1,Great Ape
ADAMTS8,bsA1,bsA,35,1,Haplorhine
ADAMTS9,bsA1,bsA,41,0.768252,Homo-Pan
ADAMTS9,bsA1,bsA,34,0.992347,Primate
ADAMTS9,bsA1,bsA,39,0.826109,Great Ape
ADAMTS9,bsA1,bsA,35,1,Haplorhine
ADAMTSL1,bsA1,bsA,41,0.627813,Homo-Pan
ADAMTSL1,bsA1,bsA,34,1,Primate
ADAMTSL1,bsA1,bsA,39,1,Great Ape
ADAMTSL1,bsA1,bsA,35,0.271303,Haplorhine
ADAMTSL2,bsA1,bsA,41,0.967481,Homo-Pan
ADAMTSL2,bsA1,bsA,34,1,Primate
ADAMTSL2,bsA1,bsA,39,1,Great Ape
ADAMTSL2,bsA1,bsA,35,1,Haplorhine
ADAMTSL3,bsA1,bsA,41,0.982484,Homo-Pan
ADAMTSL3,bsA1,bsA,34,0.98689,Primate
ADAMTSL3,bsA1,bsA,39,0.044673,Great Ape
ADAMTSL3,bsA1,bsA,35,0.02183,Haplorhine
ADAMTSL4,bsA1,bsA,41,1,Homo-Pan
ADAMTSL4,bsA1,bsA,34,0.888153,Primate
ADAMTSL4,bsA1,bsA,39,1,Great Ape
ADAMTSL4,bsA1,bsA,35,1,Haplorhine
ADAMTSL5,bsA1,bsA,39,1,Homo-Pan
ADAMTSL5,bsA1,bsA,32,0.52827,Primate
