gene,branch,p
ADA,Human,1
ADA2,Homo-Pan,0.081261466
ADA2,Primate,1
ADA2,Haplorhine,0.001602012
ADA2,Great Ape,1
ADA2,Human,0.5
ADAD1,Haplorhine,0.132031921
ADAD1,Primate,1
ADAD1,Human,1
ADAD2,Homo-Pan,1
ADAD2,Haplorhine,1
ADAD2,Primate,1
ADAD2,Great Ape,1
ADAD2,Human,1
ADAL,Haplorhine,1
ADAL,Primate,1
ADAL,Great Ape,1
ADAL,Human,1
ADAM10,Haplorhine,1
ADAM10,Primate,1
ADAM10,Human,1
ADAM11,Homo-Pan,1
ADAM11,Haplorhine,1
ADAM11,Primate,1
ADAM11,Human,1
ADAM12,Homo-Pan,1
ADAM12,Haplorhine,1
ADAM12,Primate,1
ADAM12,Great Ape,1
ADAM12,Human,1
ADAM15,Homo-Pan,1
ADAM15,Haplorhine,1
ADAM15,Primate,1
ADAM15,Great Ape,1
ADAM15,Human,1
ADAM17,Homo-Pan,1
ADAM17,Haplorhine,0.47872344
ADAM17,Primate,1
ADAM17,Great Ape,1
ADAM17,Human,1
ADAM18,Homo-Pan,0.5
ADAM18,Primate,1
ADAM18,Haplorhine,1
ADAM18,Great Ape,1
ADAM18,Human,1
ADAM19,Homo-Pan,1
ADAM19,Haplorhine,1
ADAM19,Primate,1
ADAM19,Great Ape,1
ADAM19,Human,1
ADAM2,Homo-Pan,1
ADAM2,Primate,1
ADAM2,Haplorhine,1
ADAM2,Great Ape,0.464406522
ADAM2,Human,1
ADAM20,Homo-Pan,1
ADAM20,Haplorhine,0.175540734
ADAM20,Primate,1
ADAM20,Great Ape,1
ADAM20,Human,1
ADAM21,Great Ape,1
ADAM21,Primate,1
ADAM21,Haplorhine,1
ADAM21,Human,1
ADAM22,Homo-Pan,1
ADAM22,Haplorhine,1
ADAM22,Primate,1
ADAM22,Human,1
ADAM23,Homo-Pan,1
ADAM23,Haplorhine,1
ADAM23,Primate,1
ADAM23,Great Ape,1
ADAM23,Human,1
ADAM28,Homo-Pan,0.118816987
ADAM28,Haplorhine,1
ADAM28,Primate,1
ADAM28,Human,1
ADAM29,Primate,1
ADAM29,Haplorhine,1
ADAM29,Great Ape,1
ADAM29,Homo-Pan,0.01056669
ADAM29,Human,1
ADAM30,Homo-Pan,1
ADAM30,Haplorhine,0.5
ADAM30,Primate,1
ADAM30,Great Ape,1
ADAM30,Human,1
ADAM33,Homo-Pan,1
ADAM33,Haplorhine,0.497686214
ADAM33,Primate,1
ADAM33,Great Ape,1
ADAM33,Human,1
ADAM7,Homo-Pan,1
ADAM7,Haplorhine,1
ADAM7,Primate,1
ADAM7,Great Ape,1
ADAM7,Human,0.494332006
ADAM8,Homo-Pan,1
ADAM8,Primate,0.000130848
ADAM8,Haplorhine,1
ADAM8,Great Ape,1
ADAM8,Human,1
ADAM9,Homo-Pan,0.210430064
ADAM9,Haplorhine,0.410216703
ADAM9,Primate,1
ADAM9,Great Ape,0.313604205
ADAM9,Human,1
ADAMDEC1,Homo-Pan,1
ADAMDEC1,Haplorhine,1
ADAMDEC1,Primate,1
ADAMDEC1,Great Ape,1
ADAMDEC1,Human,1
ADAMTS1,Homo-Pan,1
ADAMTS1,Haplorhine,1
ADAMTS1,Primate,1
ADAMTS1,Great Ape,1
ADAMTS1,Human,1
ADAMTS10,Homo-Pan,1
ADAMTS10,Primate,1
ADAMTS10,Haplorhine,1
ADAMTS10,Great Ape,1
ADAMTS10,Human,1
ADAMTS12,Homo-Pan,1
ADAMTS12,Haplorhine,0.486506808
ADAMTS12,Primate,1
ADAMTS12,Great Ape,1
ADAMTS12,Human,1
ADAMTS13,Homo-Pan,1
ADAMTS13,Haplorhine,1
ADAMTS13,Primate,1
ADAMTS13,Great Ape,1
ADAMTS13,Human,1
ADAMTS14,Homo-Pan,1
ADAMTS14,Haplorhine,1
ADAMTS14,Primate,1
ADAMTS14,Great Ape,1
ADAMTS14,Human,1
ADAMTS15,Homo-Pan,0.494137244
ADAMTS15,Haplorhine,1
ADAMTS15,Primate,1
ADAMTS15,Great Ape,1
ADAMTS15,Human,1
ADAMTS16,Homo-Pan,1
ADAMTS16,Haplorhine,1
ADAMTS16,Primate,1
ADAMTS16,Great Ape,1
ADAMTS16,Human,1
ADAMTS17,Homo-Pan,1
ADAMTS17,Haplorhine,1
ADAMTS17,Primate,1
ADAMTS17,Great Ape,1
ADAMTS17,Human,1
ADAMTS18,Homo-Pan,1
ADAMTS18,Haplorhine,1
ADAMTS18,Primate,1
ADAMTS18,Great Ape,1
ADAMTS18,Human,0.113021224
ADAMTS19,Primate,1
ADAMTS19,Primate,1
ADAMTS19,Primate,1
ADAMTS19,Human,1
ADAMTS2,Homo-Pan,1
ADAMTS2,Haplorhine,1
ADAMTS2,Primate,1
ADAMTS2,Great Ape,1
ADAMTS2,Human,1
ADAMTS20,Homo-Pan,1
ADAMTS20,Haplorhine,0.327686826
ADAMTS20,Primate,1
ADAMTS20,Great Ape,0.5
ADAMTS20,Human,1
ADAMTS3,Homo-Pan,0.309845484
ADAMTS3,Haplorhine,1
ADAMTS3,Primate,1
ADAMTS3,Human,1
ADAMTS4,Homo-Pan,1
ADAMTS4,Haplorhine,1
ADAMTS4,Primate,1
ADAMTS4,Great Ape,1
ADAMTS4,Human,1
ADAMTS5,Homo-Pan,1
ADAMTS5,Haplorhine,1
ADAMTS5,Primate,1
ADAMTS5,Great Ape,1
ADAMTS5,Human,1
ADAMTS6,Homo-Pan,1
ADAMTS6,Haplorhine,0.389636626
ADAMTS6,Primate,1
ADAMTS6,Human,1
ADAMTS8,Homo-Pan,1
ADAMTS8,Haplorhine,1
ADAMTS8,Primate,1
ADAMTS8,Great Ape,1
ADAMTS8,Human,1
ADAMTS9,Homo-Pan,1
ADAMTS9,Haplorhine,1
ADAMTS9,Primate,1
ADAMTS9,Great Ape,0.339443473
ADAMTS9,Human,1
ADAMTSL1,Homo-Pan,0.232346994
ADAMTSL1,Haplorhine,1
ADAMTSL1,Primate,1
ADAMTSL1,Great Ape,1
ADAMTSL1,Human,1
ADAMTSL2,Homo-Pan,1
ADAMTSL2,Haplorhine,1
ADAMTSL2,Primate,1
ADAMTSL2,Great Ape,1
ADAMTSL2,Human,1
ADAMTSL3,Homo-Pan,1
ADAMTSL3,Haplorhine,1
ADAMTSL3,Primate,1
ADAMTSL3,Great Ape,1
ADAMTSL3,Human,1
ADAMTSL4,Homo-Pan,1
ADAMTSL4,Haplorhine,1
ADAMTSL4,Primate,1
ADAMTSL4,Great Ape,0.35047183
ADAMTSL4,Human,1
ADAMTSL5,Primate,1
ADAMTSL5,Haplorhine,1
ADAMTSL5,Great Ape,1
ADAMTSL5,Homo-Pan,0.134254476
ADAMTSL5,Human,1
ADAP1,Primate,1
ADAP1,Haplorhine,1
ADAP1,Great Ape,1
ADAP1,Human,1
ADAP2,Homo-Pan,0.309150988
ADAP2,Haplorhine,1
ADAP2,Primate,1
ADAP2,Great Ape,1
ADAP2,Human,1
ADARB1,Primate,0.5
ADARB1,Haplorhine,1
ADARB1,Great Ape,1
ADARB1,Human,0.5
ADARB2,Homo-Pan,1
ADARB2,Primate,1
ADARB2,Haplorhine,1
ADARB2,Great Ape,1
ADARB2,Human,1
ADAT1,Homo-Pan,0.469468617
ADAT1,Haplorhine,0.3919304
ADAT1,Primate,1
ADAT1,Great Ape,1
ADAT1,Human,1
ADAT2,Homo-Pan,1
ADAT2,Haplorhine,0.252416144
ADAT2,Primate,1
ADAT2,Human,0.296911773
ADAT3,Primate,1
ADAT3,Haplorhine,1
ADAT3,Great Ape,1
ADAT3,Human,1
ADCK1,Haplorhine,1
ADCK1,Primate,1
ADCK1,Great Ape,1
ADCK1,Human,1
ADCK2,Homo-Pan,0.300164309
ADCK2,Haplorhine,1
ADCK2,Primate,1
ADCK2,Great Ape,0.245635702
ADCK2,Human,1
ADCK5,Homo-Pan,0.2599152
ADCK5,Haplorhine,0.363437276
ADCK5,Primate,1
ADCK5,Great Ape,1
ADCK5,Human,1
ADCY1,Homo-Pan,1
ADCY1,Haplorhine,1
ADCY1,Primate,1
ADCY1,Great Ape,1
ADCY1,Human,1
ADCY10,Homo-Pan,0.409457001
ADCY10,Haplorhine,1
ADCY10,Primate,1
ADCY10,Great Ape,0.034197817
ADCY10,Human,1
ADCY2,Haplorhine,1
ADCY2,Primate,1
ADCY2,Great Ape,1
ADCY2,Human,1
ADCY3,Homo-Pan,1
ADCY3,Haplorhine,1
ADCY3,Primate,1
ADCY3,Great Ape,1
ADCY3,Human,1
ADCY4,Homo-Pan,1
ADCY4,Haplorhine,1
ADCY4,Primate,1
ADCY4,Human,1
ADCY5,Homo-Pan,1
ADCY5,Haplorhine,1
ADCY5,Primate,1
ADCY5,Great Ape,1
ADCY5,Human,1
ADCY6,Homo-Pan,1
ADCY6,Haplorhine,1
ADCY6,Primate,1
ADCY6,Great Ape,1
ADCY6,Human,1
ADCY7,Homo-Pan,1
ADCY7,Haplorhine,1
ADCY7,Primate,1
ADCY7,Great Ape,1
ADCY7,Human,1
ADCY8,Homo-Pan,1
ADCY8,Haplorhine,1
ADCY8,Primate,1
ADCY8,Great Ape,1
ADCY8,Human,1
ADCY9,Homo-Pan,1
ADCY9,Haplorhine,1
ADCY9,Primate,1
ADCY9,Great Ape,1
ADCY9,Human,1
ADCYAP1,Primate,1
ADCYAP1,Human,1
ADCYAP1R1,Homo-Pan,1
ADCYAP1R1,Haplorhine,1
ADCYAP1R1,Primate,1
ADCYAP1R1,Great Ape,1
ADCYAP1R1,Human,1
ADD1,Homo-Pan,1
ADD1,Haplorhine,1
ADD1,Primate,1
ADD1,Human,1
ADD2,Homo-Pan,1
ADD2,Haplorhine,1
ADD2,Primate,1
ADD2,Great Ape,1
ADD2,Human,1
ADD3,Homo-Pan,1
ADD3,Haplorhine,1
ADD3,Primate,1
ADD3,Great Ape,1
ADD3,Human,0.302217004
ADGB,Homo-Pan,1
ADGB,Haplorhine,1
ADGB,Primate,1
ADGB,Great Ape,1
ADGB,Human,1
ADGRA2,Homo-Pan,1
ADGRA2,Haplorhine,1
ADGRA2,Primate,1
ADGRA2,Great Ape,1
ADGRA2,Human,1
ADGRA3,Haplorhine,1
ADGRA3,Primate,1
ADGRA3,Great Ape,1
ADGRA3,Human,1
ADGRB1,Homo-Pan,1
ADGRB1,Haplorhine,1
ADGRB1,Primate,1
ADGRB1,Great Ape,1
ADGRB1,Human,1
ADGRB2,Homo-Pan,1
ADGRB2,Haplorhine,1
ADGRB2,Primate,0.223789747
ADGRB2,Great Ape,1
ADGRB2,Human,1
ADGRB3,Haplorhine,0.470057627
ADGRB3,Primate,1
ADGRB3,Great Ape,1
ADGRB3,Human,1
ADGRD2,Homo-Pan,0.429255016
ADGRD2,Haplorhine,0.069215394
ADGRD2,Primate,0.034361104
ADGRD2,Great Ape,1
ADGRD2,Human,0.364933563
ADGRE2,Homo-Pan,1
ADGRE2,Primate,1
ADGRE2,Haplorhine,1
ADGRE2,Great Ape,1
ADGRE2,Human,1
ADGRE5,Homo-Pan,1
ADGRE5,Haplorhine,0.350458587
ADGRE5,Primate,1
ADGRE5,Great Ape,1
ADGRE5,Human,1
ADGRF1,Homo-Pan,0.483270102
ADGRF1,Haplorhine,1
ADGRF1,Primate,1
ADGRF1,Great Ape,0.196157669
ADGRF1,Human,1
ADGRF2,Homo-Pan,1
ADGRF2,Haplorhine,1
ADGRF2,Primate,1
ADGRF2,Great Ape,1
ADGRF2,Human,0.281658876
ADGRF3,Homo-Pan,1
ADGRF3,Haplorhine,0.24660018
ADGRF3,Primate,1
ADGRF3,Great Ape,1
ADGRF3,Human,0.5
ADGRF4,Haplorhine,1
ADGRF4,Primate,1
ADGRF4,Great Ape,1
ADGRF4,Human,1
ADGRF5,Homo-Pan,0.29030988
ADGRF5,Haplorhine,0.431890796
ADGRF5,Primate,1
ADGRF5,Great Ape,1
ADGRF5,Human,1
ADGRG1,Homo-Pan,1
ADGRG1,Haplorhine,1
ADGRG1,Primate,1
ADGRG1,Human,1
ADGRG2,Homo-Pan,0.200263479
ADGRG2,Haplorhine,0.401376104
ADGRG2,Primate,1
ADGRG2,Great Ape,1
ADGRG2,Human,1
ADGRG3,Homo-Pan,1
ADGRG3,Haplorhine,1
ADGRG3,Primate,1
ADGRG3,Great Ape,1
ADGRG3,Human,1
ADGRG4,Homo-Pan,0.135026725
ADGRG4,Haplorhine,1
ADGRG4,Primate,1
ADGRG4,Great Ape,1
ADGRG4,Human,1
ADGRG5,Haplorhine,0.405848387
ADGRG5,Primate,1
ADGRG5,Great Ape,0.473889273
ADGRG5,Human,1
ADGRG6,Homo-Pan,1
ADGRG6,Haplorhine,1
ADGRG6,Primate,1
ADGRG6,Great Ape,0.316610474
ADGRG6,Human,1
ADGRG7,Homo-Pan,1
ADGRG7,Haplorhine,1
ADGRG7,Primate,1
ADGRG7,Great Ape,1
ADGRG7,Human,1
ADGRL1,Homo-Pan,1
ADGRL1,Haplorhine,1
ADGRL1,Primate,1
ADGRL1,Great Ape,1
ADGRL1,Human,1
ADGRL2,Homo-Pan,1
ADGRL2,Haplorhine,1
ADGRL2,Primate,1
ADGRL2,Great Ape,1
ADGRL2,Human,1
ADGRL3,Homo-Pan,1
ADGRL3,Haplorhine,1
ADGRL3,Primate,1
ADGRL3,Great Ape,1
ADGRL3,Human,1
ADGRL4,Homo-Pan,1
ADGRL4,Haplorhine,1
ADGRL4,Primate,1
ADGRL4,Great Ape,0.431833852
ADGRL4,Human,1
ADGRV1,Homo-Pan,1
ADGRV1,Haplorhine,1
ADGRV1,Primate,1
ADGRV1,Great Ape,1
ADGRV1,Human,1
ADH1A,Primate,1
ADH1A,Primate,1
ADH1A,Human,1
ADH4,Homo-Pan,1
ADH4,Haplorhine,0.491653214
ADH4,Primate,1
ADH4,Great Ape,1
ADH4,Human,1
ADH5,Homo-Pan,1
ADH5,Haplorhine,0.326322224
ADH5,Primate,1
ADH5,Human,0.304647132
ADH6,Homo-Pan,1
ADH6,Primate,1
ADH6,Haplorhine,1
ADH6,Great Ape,0.000125535
ADH6,Human,1
ADH7,Haplorhine,1
ADH7,Primate,1
ADH7,Great Ape,1
ADH7,Human,1
ADHFE1,Homo-Pan,0.297257004
ADHFE1,Haplorhine,1
ADHFE1,Primate,1
ADHFE1,Great Ape,1
ADHFE1,Human,1
ADIG,Haplorhine,1
ADIG,Primate,1
ADIG,Great Ape,0.436492409
ADIG,Human,1
ADIPOQ,Homo-Pan,1
ADIPOQ,Haplorhine,1
ADIPOQ,Primate,1
ADIPOQ,Great Ape,0.350323543
ADIPOQ,Human,0.329886815
ADIPOR1,Homo-Pan,1
ADIPOR1,Haplorhine,1
ADIPOR1,Primate,1
ADIPOR1,Great Ape,1
ADIPOR1,Human,1
ADIPOR2,Primate,1
ADIPOR2,Primate,1
ADIPOR2,Primate,1
ADIPOR2,Human,1
ADIRF,Haplorhine,1
ADIRF,Primate,0.330992463
ADIRF,Human,1
ADK,Primate,0.303473325
ADK,Primate,1
ADK,Primate,1
ADK,Human,1
ADM,Primate,1
ADM,Primate,1
ADM,Human,1
ADM2,Haplorhine,1
ADM2,Haplorhine,1
ADM2,Great Ape,0.5
ADM2,Human,0.125681753
ADM5,Homo-Pan,1
ADM5,Primate,1
ADM5,Haplorhine,0.5
ADM5,Great Ape,1
ADM5,Human,1
ADNP,Haplorhine,1
ADNP,Primate,1
ADNP,Great Ape,1
ADNP,Human,1
ADNP2,Homo-Pan,1
ADNP2,Primate,1
ADNP2,Haplorhine,1
ADNP2,Great Ape,1
ADNP2,Human,1
ADO,Homo-Pan,0.346380045
ADO,Haplorhine,1
ADO,Primate,1
ADO,Human,1
ADORA1,Haplorhine,1
ADORA1,Primate,0.471309228
ADORA1,Great Ape,1
ADORA1,Human,1
ADORA2A,Haplorhine,1
ADORA2A,Primate,1
ADORA2A,Great Ape,0.5
ADORA2A,Human,1
ADORA2B,Haplorhine,1
ADORA2B,Primate,1
ADORA2B,Great Ape,1
ADORA2B,Human,1
ADORA3,Homo-Pan,1
ADORA3,Haplorhine,1
ADORA3,Primate,1
ADORA3,Great Ape,0.308185874
ADORA3,Human,1
ADPGK,Haplorhine,1
ADPGK,Primate,1
ADPGK,Great Ape,1
ADPGK,Human,1
ADPRH,Haplorhine,1
ADPRH,Primate,1
ADPRH,Great Ape,1
ADPRH,Human,0.352530654
ADPRHL1,Primate,1
ADPRHL1,Haplorhine,1
ADPRHL1,Human,1
ADPRM,Haplorhine,1
ADPRM,Primate,1
ADPRM,Human,1
ADRA1A,Homo-Pan,1
ADRA1A,Haplorhine,1
ADRA1A,Primate,1
ADRA1A,Great Ape,1
ADRA1A,Human,1
ADRA1B,Great Ape,1
ADRA1B,Haplorhine,1
ADRA1B,Primate,1
ADRA1B,Great Ape,1
ADRA1B,Human,1
ADRA1D,Homo-Pan,1
ADRA1D,Haplorhine,0.432270931
ADRA1D,Primate,1
ADRA1D,Great Ape,1
ADRA1D,Human,1
ADRA2A,Primate,1
ADRA2A,Primate,0.423481911
ADRA2A,Human,1
ADRA2B,Homo-Pan,1
ADRA2B,Haplorhine,1
ADRA2B,Primate,1
ADRA2B,Great Ape,1
ADRA2B,Human,1
ADRA2C,Primate,1
ADRA2C,Primate,1
ADRA2C,Human,1
ADRB1,Haplorhine,1
ADRB1,Primate,1
ADRB1,Great Ape,1
ADRB1,Human,1
ADRB2,Homo-Pan,1
ADRB2,Haplorhine,0.481380765
ADRB2,Primate,1
ADRB2,Human,1
ADRB3,Haplorhine,1
ADRB3,Primate,1
ADRB3,Great Ape,0.389331918
ADRB3,Human,1
ADRM1,Homo-Pan,1
ADRM1,Haplorhine,0.487258793
ADRM1,Primate,1
ADRM1,Great Ape,1
ADRM1,Human,1
ADSL,Homo-Pan,1
ADSL,Haplorhine,1
ADSL,Primate,1
ADSL,Great Ape,1
ADSL,Human,1
ADSS,Haplorhine,0.34576259
ADSS,Primate,1
ADSS,Great Ape,1
ADSS,Human,1
ADTRP,Haplorhine,0.254754986
ADTRP,Primate,1
ADTRP,Human,1
AEBP1,Homo-Pan,1
AEBP1,Haplorhine,1
AEBP1,Primate,1
AEBP1,Great Ape,1
AEBP1,Human,1
AEBP2,Haplorhine,1
AEBP2,Primate,1
AEBP2,Great Ape,1
AEBP2,Human,1
AEN,Homo-Pan,1
AEN,Haplorhine,0.264978827
AEN,Primate,1
AEN,Human,1
AFAP1,Homo-Pan,1
AFAP1,Haplorhine,1
AFAP1,Primate,1
AFAP1,Great Ape,1
AFAP1,Human,1
AFAP1L1,Homo-Pan,1
AFAP1L1,Haplorhine,1
AFAP1L1,Primate,1
AFAP1L1,Great Ape,1
AFAP1L1,Human,1
AFAP1L2,Homo-Pan,1
AFAP1L2,Haplorhine,1
AFAP1L2,Primate,1
AFAP1L2,Great Ape,1
AFAP1L2,Human,1
AFDN,Homo-Pan,1
AFDN,Primate,1
AFDN,Haplorhine,1
AFDN,Great Ape,1
AFDN,Human,1
AFF1,Primate,1
AFF1,Haplorhine,1
AFF1,Great Ape,1
AFF1,Human,1
AFF2,Haplorhine,1
AFF2,Primate,1
AFF2,Great Ape,1
AFF2,Human,1
AFF3,Homo-Pan,1
AFF3,Haplorhine,1
AFF3,Primate,1
AFF3,Great Ape,1
AFF3,Human,1
AFF4,Haplorhine,1
AFF4,Primate,1
AFF4,Human,0.294949973
AFG1L,Homo-Pan,0.30528106
AFG1L,Haplorhine,1
AFG1L,Primate,1
AFG1L,Great Ape,1
AFG1L,Human,1
AFG3L2,Primate,1
AFG3L2,Haplorhine,1
AFG3L2,Great Ape,1
AFG3L2,Human,1
AFM,Homo-Pan,1
AFM,Haplorhine,0.464022304
AFM,Primate,1
AFM,Great Ape,1
AFM,Human,1
AFMID,Primate,1
AFMID,Primate,1
AFMID,Primate,1
AFMID,Human,1
AFP,Homo-Pan,1
AFP,Haplorhine,0.297485886
AFP,Primate,1
AFP,Great Ape,1
AFP,Human,1
AFTPH,Haplorhine,1
AFTPH,Primate,1
AFTPH,Great Ape,0.220981203
AFTPH,Human,0.447960972
AGA,Homo-Pan,0.31391521
AGA,Haplorhine,0.361673017
AGA,Primate,1
AGA,Great Ape,1
AGA,Human,1
AGAP1,Homo-Pan,1
AGAP1,Haplorhine,1
AGAP1,Primate,1
AGAP1,Great Ape,1
AGAP1,Human,1
AGAP2,Homo-Pan,1
AGAP2,Haplorhine,1
AGAP2,Primate,1
AGAP2,Great Ape,1
AGAP2,Human,1
AGAP3,Homo-Pan,1
AGAP3,Haplorhine,1
AGAP3,Primate,1
AGAP3,Human,1
AGBL1,Homo-Pan,1
AGBL1,Haplorhine,1
AGBL1,Primate,1
AGBL1,Great Ape,1
AGBL1,Human,1
AGBL2,Homo-Pan,1
AGBL2,Haplorhine,1
AGBL2,Primate,1
AGBL2,Great Ape,1
AGBL2,Human,1
AGBL3,Homo-Pan,1
AGBL3,Haplorhine,1
AGBL3,Primate,1
AGBL3,Great Ape,1
AGBL3,Human,1
AGBL4,Haplorhine,1
AGBL4,Primate,1
AGBL4,Great Ape,1
AGBL4,Human,0.20622977
AGBL5,Homo-Pan,1
AGBL5,Haplorhine,1
AGBL5,Primate,1
AGBL5,Great Ape,1
AGBL5,Human,0.089605798
AGER,Homo-Pan,1
AGER,Haplorhine,0.35561617
AGER,Primate,1
AGER,Great Ape,0.410636925
AGER,Human,1
AGFG1,Homo-Pan,1
AGFG1,Haplorhine,1
AGFG1,Primate,1
AGFG1,Human,1
AGFG2,Homo-Pan,0.138034196
AGFG2,Haplorhine,0.411024707
AGFG2,Primate,1
AGFG2,Human,1
AGGF1,Homo-Pan,1
AGGF1,Haplorhine,1
AGGF1,Primate,1
AGGF1,Great Ape,0.316224894
AGGF1,Human,0.093025943
AGK,Homo-Pan,1
AGK,Haplorhine,1
AGK,Primate,1
AGK,Great Ape,1
AGK,Human,0.297024578
AGL,Homo-Pan,1
AGL,Haplorhine,0.49642732
AGL,Primate,1
AGL,Great Ape,1
AGL,Human,1
AGMAT,Great Ape,0.47455354
AGMAT,Haplorhine,1
AGMAT,Primate,1
AGMAT,Great Ape,1
AGMAT,Human,1
AGMO,Homo-Pan,0.480197852
AGMO,Haplorhine,1
AGMO,Primate,1
AGMO,Great Ape,1
AGMO,Human,1
AGO1,Homo-Pan,1
AGO1,Haplorhine,1
AGO1,Primate,1
AGO1,Great Ape,1
AGO1,Human,1
AGO2,Homo-Pan,1
AGO2,Haplorhine,1
AGO2,Primate,1
AGO2,Great Ape,1
AGO2,Human,1
AGO3,Haplorhine,1
AGO3,Primate,1
AGO3,Great Ape,1
AGO3,Human,1
AGO4,Homo-Pan,1
AGO4,Haplorhine,1
AGO4,Primate,1
AGO4,Human,1
AGPAT1,Primate,1
AGPAT1,Human,1
AGPAT2,Primate,1
AGPAT2,Haplorhine,0.084934824
AGPAT2,Great Ape,1
AGPAT2,Human,1
AGPAT3,Haplorhine,0.438947781
AGPAT3,Primate,1
AGPAT3,Great Ape,1
AGPAT3,Human,1
AGPAT4,Haplorhine,0.436166016
AGPAT4,Primate,1
AGPAT4,Great Ape,1
AGPAT4,Human,1
AGPAT5,Homo-Pan,1
AGPAT5,Haplorhine,1
AGPAT5,Primate,1
AGPAT5,Human,1
AGPS,Haplorhine,1
AGPS,Primate,1
AGPS,Human,1
AGR2,Haplorhine,1
AGR2,Primate,1
AGR2,Great Ape,1
AGR2,Human,0.284285644
AGR3,Haplorhine,1
AGR3,Primate,1
AGR3,Human,1
AGRN,Homo-Pan,1
AGRN,Haplorhine,1
AGRN,Primate,1
AGRN,Great Ape,1
AGRN,Human,1
AGRP,Primate,1
AGRP,Primate,1
AGRP,Human,1
AGT,Haplorhine,0.332837437
AGT,Primate,1
AGT,Great Ape,0.37766591
AGT,Human,1
AGTPBP1,Haplorhine,1
AGTPBP1,Primate,1
AGTPBP1,Great Ape,1
AGTPBP1,Human,0.308752237
AGTR1,Haplorhine,1
AGTR1,Primate,1
AGTR1,Human,1
AGTR2,Haplorhine,1
AGTR2,Haplorhine,1
AGTR2,Great Ape,1
AGTR2,Homo-Pan,1
AGTR2,Human,1
AGTRAP,Haplorhine,1
AGTRAP,Primate,1
AGTRAP,Human,1
AGXT,Haplorhine,0.443477173
AGXT,Primate,1
AGXT,Great Ape,1
AGXT,Human,1
AGXT2,Homo-Pan,1
AGXT2,Haplorhine,1
AGXT2,Primate,1
AGXT2,Great Ape,1
AGXT2,Human,1
AHCTF1,Homo-Pan,0.116738979
AHCTF1,Haplorhine,1
AHCTF1,Primate,1
AHCTF1,Great Ape,1
AHCTF1,Human,0.350076002
AHCY,Homo-Pan,1
AHCY,Haplorhine,1
AHCY,Primate,1
AHCY,Great Ape,1
AHCY,Human,1
AHCYL1,Homo-Pan,1
AHCYL1,Haplorhine,1
AHCYL1,Primate,1
AHCYL1,Human,1
AHCYL2,Homo-Pan,1
AHCYL2,Haplorhine,1
AHCYL2,Primate,1
AHCYL2,Human,1
AHDC1,Homo-Pan,1
AHDC1,Haplorhine,1
AHDC1,Primate,1
AHDC1,Great Ape,1
AHDC1,Human,1
AHI1,Homo-Pan,1
AHI1,Haplorhine,0.5
AHI1,Primate,1
AHI1,Great Ape,1
AHI1,Human,0.43623243
AHNAK,Homo-Pan,1
AHNAK,Haplorhine,1
AHNAK,Primate,1
AHNAK,Human,1
AHNAK2,Homo-Pan,0.410880899
AHNAK2,Haplorhine,1
AHNAK2,Primate,0.000120656
AHNAK2,Great Ape,1
AHNAK2,Human,1
AHR,Homo-Pan,0.314120038
AHR,Haplorhine,1
AHR,Primate,1
AHR,Great Ape,1
AHR,Human,1
AHRR,Homo-Pan,0.5
AHRR,Primate,1
AHRR,Haplorhine,1
AHRR,Great Ape,1
AHRR,Human,1
AHSA1,Homo-Pan,1
AHSA1,Haplorhine,1
AHSA1,Primate,1
AHSA1,Great Ape,1
AHSA1,Human,1
AHSG,Haplorhine,0.411152543
AHSG,Primate,1
AHSG,Great Ape,0.257926354
AHSG,Human,0.486844595
AHSP,Homo-Pan,1
AHSP,Primate,0.072806494
AHSP,Haplorhine,1
AHSP,Human,1
AICDA,Primate,1
AICDA,Primate,1
AICDA,Primate,1
AICDA,Human,1
AIDA,Haplorhine,1
AIDA,Primate,1
AIDA,Great Ape,1
AIDA,Human,1
AIF1,Primate,0.5
AIF1,Human,1
AIF1L,Haplorhine,0.466727988
AIF1L,Primate,1
AIF1L,Great Ape,1
AIF1L,Human,1
AIFM1,Homo-Pan,1
AIFM1,Haplorhine,0.461974045
AIFM1,Primate,1
AIFM1,Great Ape,1
AIFM1,Human,1
AIFM2,Homo-Pan,1
AIFM2,Haplorhine,1
AIFM2,Primate,1
AIFM2,Great Ape,1
AIFM2,Human,1
AIFM3,Haplorhine,1
AIFM3,Primate,1
AIFM3,Great Ape,1
AIFM3,Human,1
AIG1,Haplorhine,1
AIG1,Primate,1
AIG1,Human,1
AIM2,Haplorhine,1
AIM2,Primate,0.151939563
AIM2,Great Ape,1
AIM2,Human,1
AIMP1,Homo-Pan,1
AIMP1,Haplorhine,1
AIMP1,Primate,1
AIMP1,Great Ape,1
AIMP1,Human,1
AIMP2,Homo-Pan,1
AIMP2,Haplorhine,0.420724197
AIMP2,Primate,1
AIMP2,Great Ape,1
AIMP2,Human,0.245779152
AIP,Haplorhine,1
AIP,Primate,1
AIP,Great Ape,1
AIP,Human,1
AIPL1,Haplorhine,1
AIPL1,Primate,1
AIPL1,Great Ape,1
AIPL1,Human,1
AIRE,Primate,1
AIRE,Haplorhine,1
AIRE,Great Ape,1
AIRE,Human,1
AJAP1,Haplorhine,1
AJAP1,Primate,1
AJAP1,Human,1
AJUBA,Homo-Pan,1
AJUBA,Haplorhine,1
AJUBA,Primate,1
AJUBA,Human,1
AK1,Haplorhine,1
AK1,Primate,1
